Name,Rank,CompanyNumber,Age
Wesley Dyer,29,2,62
Brian Harmon,3,9,30
Tricia Stuart,23,9,20
Tara Oconnor,38,9,52
Isaiah Black,26,1,45
Peter Potter,9,9,41
Christopher Martin,13,2,19
Gerald Jones,15,8,64
Gavin Drake,26,9,47
Jason Gilmore,17,2,43
Kimberly Gallegos,35,9,25
Daniel Anderson,36,9,48
Dean Wilson,19,4,56
Sarah Mclean,30,4,32
Steven Sandoval,33,2,28
Heather Snyder,14,2,24
Paul Cooper,3,8,36
Edward Glover,27,9,21
Karen Barrera,26,5,42
Meredith Clark,2,7,58
Catherine James,3,4,56
John Wilson,37,5,41
Mark King,24,9,65
Scott Edwards,3,6,48
Jose Price,1,3,21
Mason Mills,34,7,55
Kimberly Davis,13,2,43
Patricia Roach,26,9,22
Timothy Knox,37,2,43
Carolyn Thornton,14,9,55
Kristen Dalton,27,9,23
David Adams,36,8,26
Kimberly Hall,31,4,59
Kevin Mayer,1,5,59
James Acosta,30,1,34
Alexis Underwood,5,2,24
Jason Collins,19,2,65
Lisa Brown,2,1,41
Michael Mora,20,6,50
Roy Oneal,5,7,52
Pamela Mitchell,25,5,19
Stephen White,30,7,30
Dennis Li,29,10,18
Tina Jones,19,4,60
Brian Ellis,17,1,51
Rachel Rojas,7,8,29
Crystal Phillips,11,9,46
Judy Stone,15,4,33
James Hill,33,8,27
David Mccormick,4,4,63
Anne Jones,26,3,19
Jonathan Vega,32,10,38
William Moore,33,7,30
Michael Simpson,31,8,21
Debra Cook,25,3,18
Lori Clark,22,3,36
Joseph Li,9,8,52
Roy Parker,35,8,56
Carlos Johnson,30,10,59
Patricia Mcclain,9,9,33
James Green,35,2,36
Jennifer Moss,6,4,22
Alyssa Scott,4,7,60
Fred Powers,30,6,54
George Flores,23,6,53
Krista Rodriguez,28,1,55
Howard King,15,1,31
Deanna Roberts,22,10,37
Claire Shepherd,4,5,62
Heather Wagner,5,10,57
William Gomez,22,5,46
Paul Curry,38,5,33
Teresa Harris,29,8,33
Steven Moreno,31,2,26
Michael Williams,29,8,65
Zachary Cameron,34,10,60
Kyle Mejia,29,3,33
Carl Carpenter,7,3,37
Mary Sims,6,3,42
Jamie Perry,39,8,23
Bill Elliott,34,7,41
Stephen Willis,36,2,58
Anita Mendez,35,3,30
Stacy Padilla,34,10,18
Joseph Gray,29,6,55
Denise Cuevas,20,4,32
James Moore,24,7,34
Thomas Warner,35,9,20
Todd Baldwin,4,4,64
Michele Snow,10,3,19
Danielle Mueller,26,6,31
Molly Lee,26,2,41
Lynn Chung,26,1,55
Anna Parker,31,8,32
Karen Chambers,14,1,58
Raymond Mcgee,5,4,48
Brett Sharp,6,5,53
Brian Rocha,29,6,26
Ryan Rivera,21,1,50
Kristen Brown,28,3,55
Lisa Armstrong,15,10,64
Zachary Mclaughlin,21,1,54
Hannah Holloway,21,10,31
Jeremy Jackson,10,8,23
Katelyn Casey,28,1,38
Kathy Payne,36,7,35
Michael Rodgers,14,9,18
Andrea Newman,24,6,51
Kevin Manning,17,4,31
Geoffrey Brown,35,2,29
Cheyenne Sharp,15,5,44
Andrew Ryan,31,2,34
Anthony Taylor,1,7,31
Jennifer Lewis,35,5,36
Elizabeth Woods,19,8,44
Tanya Johnson,32,8,21
Pamela Griffin,12,6,25
Jon Simon,22,3,20
Melissa Moreno,27,2,63
David Keith,37,3,29
Lori Brady,6,3,50
Gabriela Miller,4,5,20
Kylie Dean,21,4,19
Dominic Lee,14,6,18
Kelly Baker,18,2,54
Janet Jones,34,4,64
Brenda Boone,24,1,44
Lauren Brown,33,2,54
Ashley Bond,13,9,48
Christopher Huff,17,1,57
Paul Hughes,8,6,45
Peggy Brown,35,4,21
Caroline Moses,10,3,41
Catherine Rodgers,13,7,23
Sheila Bell,38,10,18
Sara Wood,34,10,49
Suzanne Kent,11,7,43
Sarah Mcdonald,17,9,45
Edward Dickerson,29,7,64
Lauren Harper,29,5,52
Katherine Rodriguez,25,8,45
Alexander Fox,38,10,24
Joseph Diaz,7,3,38
Jacob Anderson,26,7,29
Dale Moore,34,1,31
Gabrielle Ross,25,5,30
Karen Sanders,9,1,42
Maria Mcdaniel,17,2,65
Mary Schmidt,11,10,29
Erik Ramirez,11,1,31
Christopher Watson,12,10,35
David Wright,11,10,57
Erik Henderson,27,9,33
Lisa Johnson,12,3,18
Mary Anderson,27,5,53
Katelyn Charles,23,4,41
Marisa Lamb,32,8,43
Joann Curry,17,6,50
Lauren Howell,25,10,20
Valerie Johnson,34,6,41
Karen Murray,15,1,50
Lisa Brown,38,8,52
Kimberly Wilson,10,2,63
Michael Lane,11,2,25
Richard Patterson,20,7,61
Mary Esparza,27,8,65
Katherine Chase,33,7,53
Lee Miller,3,6,20
Theresa Young,1,1,31
Brian Tucker,8,1,33
Kathryn Hendrix,8,7,64
Phillip Castro,21,9,23
Samuel Jenkins,28,5,46
Shawn Vasquez,15,1,63
Laura Patrick,12,3,62
Ryan Anderson,29,6,38
Robert Li,18,2,62
Michelle Parker,4,9,28
Christopher Patterson,40,1,57
Heather Hall,23,10,60
Robert Randall,19,1,28
Christopher Hayes,27,6,33
Michael Anderson,12,8,59
Rachel Cervantes,21,5,47
Stephen Martinez,29,8,60
James Wilson,27,6,61
Joshua Gibson,21,8,47
Ray Elliott,25,5,36
Erica Hudson,27,7,26
Alexandra Arnold,31,9,29
Michael Thomas,40,10,52
Katherine Brooks,18,7,39
Leslie Mitchell,22,5,53
James Raymond,18,2,60
Nathan Clark,34,4,60
Jeremy Brown,3,8,49
Kendra Stone,14,4,34
Jamie Warren,30,7,27
James Griffin,4,7,65
Gerald Sanchez,8,7,56
Cody Humphrey,28,3,55
Catherine King,40,1,44
Mark Perkins,2,6,65
Richard Torres,17,6,58
Jason Howell,26,9,23
Traci Bishop,35,7,59
Jerome Barrett,29,6,53
Craig Myers,13,6,50
Ryan Adams,1,3,26
Mikayla Byrd,40,7,65
Gregory Benjamin,7,5,28
Ashley Phillips,20,1,42
Richard Wall,28,1,65
Richard Miller,6,9,40
Sarah Bowers,21,5,47
Ashley Richardson,36,10,23
Gabriela Porter,39,4,23
Nancy Smith,5,1,41
Krystal Tucker,27,4,22
Jason Leach,31,3,48
Jill Allen,1,6,31
Laura Sullivan,31,2,61
Glenn Dixon,16,10,28
Stephanie Ortiz,39,5,64
Sean Roberts,16,9,46
Makayla Oneal,2,5,34
Marc Gibson,3,1,35
Jacqueline Hardy,24,5,33
Andrew Leach,27,1,58
Don Hubbard,34,3,62
Stephanie Smith,19,1,46
Brandon Stevenson,40,5,39
Brendan Brewer,25,4,49
Joseph Bender,11,6,20
Tami Martin,2,4,49
Christina Gould,14,3,35
Marie Powell,11,9,49
Daniel Grant,28,3,20
Peggy Woods,32,9,37
Lance Myers,16,3,41
Marco Mitchell,26,6,30
Samantha Hernandez,36,1,49
Joseph Banks,4,6,45
Jose Gardner,22,10,19
Stephanie Smith,16,8,60
Eric Zamora,21,8,57
Debra Bentley,36,10,49
Robert Kim,1,4,56
Kirsten Randall,6,6,55
Tara Harris,4,2,60
Dawn Wood,35,6,46
Joshua Reed,20,1,42
Michael Williamson,37,3,18
Brooke Abbott,10,4,18
Allen Melton,20,7,45
Steve Ryan,28,9,23
Taylor Harris,6,3,47
Tina Waters,6,8,36
Olivia Roberts,37,9,51
Kimberly Sanchez,14,5,25
John Rivera,11,5,54
Anthony Daugherty,19,2,25
Jennifer Hill,25,7,27
Michael Good,5,3,56
James Castillo,36,7,31
Jennifer Andrews,15,3,59
Lauren Young,26,7,36
Daniel Kim,13,9,63
Amy Waters,19,7,26
Evan Diaz,26,4,20
Katelyn Velazquez,2,1,53
Ana Brown,18,5,63
Lindsay Castaneda,31,4,51
Lisa Wilson,18,3,26
Edward Guerra,10,1,29
Michael Benjamin,28,1,23
Frank Garcia,34,1,41
Scott Sanders,33,1,33
Jennifer Clark,2,2,48
Jerry Castro,22,5,31
Devin Stanley,19,3,21
Jennifer Hopkins,31,2,58
Alexander Duarte,16,8,38
Suzanne Jenkins,12,8,50
Denise Marsh,36,3,48
Marie Wagner,26,4,32
Richard Harris,40,10,59
Taylor Mckee,23,1,49
Carol Mcguire,34,2,50
Veronica Johnson,17,3,65
Erika Zamora,27,3,54
Kevin Padilla,28,7,47
Connor Brown,30,3,27
Michaela Wilson,38,10,55
Stephanie Baker,5,1,53
David Tran,35,5,28
Alejandro Garcia,22,6,28
Colin Lucero,17,9,36
Christopher Turner,28,6,46
John Zavala,30,5,22
Timothy Graves,36,7,60
Ryan Anthony,15,2,57
Samantha Reese,40,7,20
David Smith,16,7,19
Roberta Ellison,15,6,45
Emily Hayes,28,6,36
Wendy Becker,20,2,20
Joanna Wells,32,2,50
Howard Gomez,7,10,55
Benjamin Nelson,33,7,24
Sarah Williams,13,1,39
Scott Rogers,39,10,37
Ann Phillips,35,9,63
William Washington,18,1,46
Scott Gordon,39,3,63
Amanda Burke,3,9,36
Matthew Yu,28,9,36
Caitlin Hodges,8,1,61
Donna Moore,29,9,47
Brianna Franklin,12,5,39
Kimberly Jensen,17,3,49
Scott Robles,33,8,52
Mary Johnson,15,6,63
Stephanie Green,2,2,23
Matthew Brown,34,8,59
Frank Little,11,2,47
Michael Morton,30,8,26
Mark Thompson,16,4,33
Samuel Orozco,39,2,19
Patricia Bass,7,7,29
Toni Gray,14,3,21
Jeffery Lewis,1,2,63
Paula Bryan,31,1,23
Elizabeth Montgomery,10,1,58
Andres Davis,34,6,25
Brandon Reyes,38,6,53
Kevin Jackson,22,9,57
Eric Smith,9,4,35
Michelle Manning,2,2,29
Mark Turner,16,10,51
Michael Walker,18,6,64
Derrick Brown,17,4,46
Elizabeth Davenport,33,7,37
Kristin Clark,5,3,34
David Brady,3,6,64
Colin Valenzuela,9,8,21
Scott Crane,13,4,43
Nathan Collier,22,7,61
Andrew Chen,11,8,33
Christina Pratt,9,2,34
Brenda Rodriguez,16,8,44
Catherine Jensen,27,10,45
Regina Perry,27,1,60
Kristen Wood,8,4,61
Charles Watts,3,9,44
Miranda Patterson,33,9,52
Andrew Johnson,13,4,35
Michael Garcia,7,3,56
Gloria Davies,15,2,62
Paul Lee,39,7,19
Nathan Abbott,6,9,61
Lisa Williams,20,5,31
Christina Kelly,15,1,48
James Johnson,37,2,32
Timothy Wilkins,15,6,61
Lisa Henry,7,1,24
Julia Schaefer,12,3,34
Destiny Young,18,8,36
Alan Houston,17,5,28
John Castillo,13,6,64
Mary Cox,35,7,60
Michael Farley,2,5,40
Amber Black,32,7,29
Julie Roberts,8,7,41
Philip Mccoy,9,2,19
Jeremiah Williamson,31,2,33
Joseph Dixon,4,10,49
Kelly Cline,12,8,29
Jamie Mclaughlin,25,2,27
Michael Hanson,12,1,28
Kyle Gutierrez,22,1,54
Mark Chan,21,6,49
Sarah Mejia,27,8,44
Melissa Edwards,17,6,61
Michael Burton,28,7,60
Mark Holt,39,7,49
Amy Ramirez,13,7,40
Timothy Norris,4,4,31
Heidi Brady,26,10,48
Sheri Oneal,3,10,19
Denise Owens,18,4,54
Janet Holder,5,3,61
Brett Davis,37,9,58
Kevin Oliver,8,6,33
Brady Tucker,23,3,49
Brooke Hughes,8,5,61
Ryan Barajas,27,8,24
Emily Davis,26,6,48
Zachary Donovan,16,4,53
Laura Miller,31,8,54
Ryan Moran,7,4,54
Stephanie Miller,11,5,31
Aaron Joyce,3,6,55
Mark Powell,4,7,44
Eric Howard,4,3,58
Matthew Williams,11,8,25
Amy Benjamin,19,5,59
Keith Williams,13,1,62
Andrew Harrison,16,9,46
Veronica Wells,32,1,36
Julie Glass,16,5,59
Kristine Graves,13,4,42
Michael Adams,13,5,57
Christian Anderson,10,6,47
Lisa Adams,18,4,37
Michael Holt,40,7,37
Jesse Williams,34,4,43
Jacob Clark,37,4,25
Catherine Cox,12,10,18
Chris Riley,11,7,18
Kevin Duffy,28,10,54
Heather Barnett,29,10,53
Kimberly Morales,4,7,55
Robert Watts,24,3,43
Michael Shields,32,4,53
Charles Stafford,4,3,41
Sherry Whitaker,12,10,65
Lisa Harris,40,9,29
Kelsey Smith,6,4,58
Sandra Mcbride,16,2,43
Jennifer Dawson,22,1,63
Richard Anderson,25,2,51
Meghan Campbell,34,1,22
Julie Clarke,29,2,33
Lisa Kelly,22,3,60
Tyler Allen,18,1,22
Cynthia Martin,9,5,51
Susan Oconnor,7,8,28
Michael Larsen,28,10,52
Jon Esparza,24,6,64
Claire Smith,32,10,49
Danny Garcia,25,2,47
Robert Bradford,19,1,37
Nicole Horton,20,6,47
Edward Burgess,10,8,61
Ronald Wade,38,8,50
Susan Williams,37,10,47
James Johnson,2,10,45
Matthew Taylor,37,4,53
Michael Clark,1,6,63
Jennifer Chung,19,9,60
James Sanders,16,4,62
Nicholas Hernandez,23,7,62
Patricia Sanchez,6,10,50
Samuel Farmer,4,9,48
Ricky Rodriguez,24,5,33
Michael Tanner,34,2,61
Victoria Gardner,22,10,20
Christopher Lopez,24,10,58
Amanda Johnson,40,9,41
Diane Smith,23,3,62
Colleen Best,13,8,29
Gregory Williams,33,6,57
Kathy Anderson,35,7,24
Rachel Weber,22,2,50
Russell Moore,14,2,49
Sandra Pacheco,17,10,47
Danny Mosley,34,5,33
Timothy Brown,12,8,23
Phillip Cruz,16,2,43
Adam Barajas,8,5,46
Antonio Brown,20,9,54
Adam Cole,28,7,34
Sean Wilson,14,9,38
Karen Roberts,28,8,43
Joseph Lucas,7,1,55
Kendra Thompson,33,7,43
Angela Small,31,9,34
Allison Mcintosh,40,8,32
Maureen Flores,22,1,37
Timothy Morales,30,4,40
Kathleen Obrien,17,3,22
Isabella Carlson,21,4,36
Brittney Martin,25,4,50
Emily Harper,32,1,19
Sabrina Olson,5,2,33
David Holmes,27,4,55
Stacy Chase,40,4,61
Stephen Perez,29,5,49
Mitchell Solis,37,1,40
Carl Davis,11,1,57
Cathy Ho,29,4,37
Andrew Garcia,22,7,58
Christopher Wood,26,7,35
Robert Atkins,33,2,63
April Booker,17,3,18
Emily Fisher,5,7,60
Linda Harrell,33,10,63
Lisa Rollins,10,9,29
Shelby York,22,3,41
Steven James,29,9,38
Alyssa Flores,33,9,47
Danielle Perry,1,4,56
Elizabeth Velasquez,37,3,41
Katherine Odom,4,2,54
Ann Williams,5,2,59
Samuel Allen,19,9,64
Cynthia Landry,1,10,60
Daniel Warren,7,1,19
Erica Morris,40,7,20
Jonathon Roach,13,3,52
Alexandra Thompson,35,7,37
Anna Williams,39,5,25
Peter Oneill,6,5,53
Daniel Camacho,26,9,26
Richard Hart,14,8,44
Lori Hopkins,33,6,45
Barry Boyer,7,1,53
Brenda Torres,11,2,48
Ashley Johnson,39,7,58
John Cooper,24,1,44
Joshua Davis,14,2,28
Brian Maldonado,17,1,25
Heather Williams,36,8,23
Wesley Rivera,4,8,40
Jennifer Meyer,9,1,55
Katherine Johnson,21,1,52
Sarah Blake,13,8,57
Daniel Chen,37,3,37
Phillip Vega,1,9,48
Joe Shelton,27,1,28
Joshua Woods,9,8,51
Joshua Moss,9,6,31
Dana Small,16,9,22
Daniel Moore,1,10,43
William Willis,36,7,45
David Casey,12,2,54
Scott Gonzales,29,5,43
Lindsey Miller,15,6,56
Jason Gonzalez,26,10,47
Amy Williams,31,6,41
Renee Montes,12,7,59
Robert Saunders,36,9,34
Brandi Ryan,34,6,33
Gregory Fernandez,27,2,29
Henry Lee,5,6,21
Natalie Hammond,31,1,28
Christian Wallace,34,4,25
Ryan Scott,4,9,60
Alexis Pierce,15,7,59
Rachel Hanson,2,4,51
Tom Foster,29,5,61
Tyler Floyd,2,4,24
April Santos,15,9,28
Derek Barrett,8,2,37
Devin Haynes,5,3,42
Clinton Boyer,13,4,62
Steven Miller,18,1,56
Jennifer Greene,11,5,22
Marie Guerrero,35,2,21
Maria Cook,28,1,28
Scott Mack,34,6,51
Matthew Johnston,34,8,42
James Nash,4,3,54
Donald Graham,25,2,48
Andrea Willis,1,2,61
Pamela Smith,26,1,34
Nicole Nguyen,3,10,36
Daniel Reid,28,9,45
Alyssa Holloway,2,3,55
Jason Ruiz,12,2,20
Natalie Spencer,14,3,41
David Christian,21,8,51
Jacqueline Chapman,31,10,38
Larry Rogers,30,6,44
Alan Martin,5,7,34
Elizabeth Orr,30,6,58
Ryan Aguirre,9,6,37
Dana Moyer,10,4,34
Danielle Powell,21,4,65
Kayla Harris,6,5,53
Sandra Williams,21,8,21
Elizabeth Smith,23,1,45
Zachary Brown,5,5,46
Mark Moore,40,7,49
Ryan Robinson,12,10,21
Mackenzie Chang,31,9,59
Caleb Buck,22,10,32
Jennifer Miller,26,5,35
Suzanne Stevenson,36,7,59
Matthew Parker,35,6,20
Teresa Erickson,14,6,35
Christopher Sanchez,8,1,45
Tamara Boyd,18,2,34
Sherry Wade,6,2,61
Charles Martin,36,5,26
Amy Hernandez,15,4,35
Sara Walker,14,4,29
Sabrina Molina,37,7,50
Jill Mills,33,10,29
Trevor Morris,24,6,27
Bradley Petty,32,8,31
Julia Brown,13,4,32
Jennifer Martinez,40,2,40
Michael Callahan,27,6,49
John Bowers,28,5,28
John Kim,10,3,39
Paul Simmons,6,2,51
Amanda Davis,17,6,30
Holly Burnett,9,7,45
Jonathan Fuller,29,9,23
Mathew Chase,19,6,27
Zachary Cruz,19,5,63
Paul Evans,11,3,47
Clayton Richardson,14,10,57
Keith Mata,1,7,59
David Rogers,11,10,25
Amber Chandler,28,10,47
Debbie Hicks,5,8,33
Sandra Wilson,38,10,22
Cynthia Johnson,12,4,29
Christina Ramirez,30,2,61
Gene Johnson,25,1,46
Timothy Sandoval,18,7,57
Tony Morton,8,9,57
Erin Benjamin,13,8,31
Sean Robles,3,3,64
Terri Gregory,4,1,31
Christine Burgess,37,2,24
Theresa Ware,32,2,51
Jacob Powell,14,8,61
Brandy Edwards,14,2,31
Kyle Brandt,33,8,52
Douglas Garza,10,10,55
Monique Zhang,15,10,33
Jade Weber,4,2,36
Laura Perkins,35,5,31
Joel Goodman,13,8,42
James Koch,18,8,63
Chad Lowe,15,1,38
Jonathan Berg,24,1,40
Darius Mejia,35,5,51
Douglas Anderson,23,3,24
Alan Wright,14,9,40
Kenneth Reilly,16,4,45
Cassandra Gilbert,4,8,63
Andrew Valentine,30,9,32
Edward Johnson,11,2,25
Steven Roberts,13,2,58
Taylor Ferrell,36,7,34
Barry Nolan,37,2,52
Jonathan Evans,31,5,38
Abigail Hays,29,5,48
Richard Porter,33,8,33
Jennifer Rojas,27,8,26
Justin Wilcox,33,7,33
Charles Price,20,6,18
Krystal Rivera,9,5,31
Cody Harris,4,10,18
Amber Tate,6,5,43
Corey Parker,22,6,24
Martin Duncan,6,4,38
William Morrison,4,8,23
Maria Shah,31,3,21
Robert King,39,10,62
Kimberly Velasquez,39,9,21
Paul Myers,8,10,34
Michael Ferrell,40,2,59
Jennifer Martin,40,9,20
Phillip Powell,11,9,49
Christopher Brown,33,1,23
Nathan Macias,34,3,28
James Stone,18,3,24
Leslie Bailey,10,4,19
Michael Palmer,36,3,28
Antonio Williams,28,6,30
Kimberly Rodgers,21,5,37
Laura Holmes,18,4,20
Steven Terry,38,4,59
Rebekah Taylor,39,7,50
Nina Mullins,14,4,20
Barry Hudson,37,3,47
Eileen Bell,35,2,28
Grace Young,5,5,24
Aaron Smith,7,3,58
Craig Ross,20,3,53
Amber Bauer,31,8,46
Angela Kennedy,8,5,53
Daniel Richard,8,8,52
Eric Sullivan,4,4,36
Scott Thornton,35,5,19
Lisa Rowe,40,2,37
Lisa Smith,22,4,19
Elizabeth Bernard,22,2,50
Kelsey Moore,8,2,41
Veronica Taylor,28,10,29
Timothy Alvarez,8,10,39
Joel Pratt,22,8,19
Christina Hart,27,9,54
Kim Bolton,10,6,48
Meagan Hunter,32,6,50
Elizabeth Mahoney,16,7,43
Matthew Riley,40,5,39
Linda Smith,25,8,61
John Johnson,33,5,54
Rebecca Walker,30,3,50
William Phillips,35,1,45
John Davis,2,10,24
Michael Holloway,17,3,60
Sara Burke,3,7,23
Elizabeth Salas,33,7,40
Faith Cox,2,1,19
Vanessa Ray,20,3,62
Tamara Mason,40,9,55
Warren Schultz,36,5,48
Stacey Ramirez,34,4,24
Andrew Roy,4,8,59
Joel Romero,14,10,27
Joseph Miller,7,9,24
Judy Simpson,1,9,50
Jonathan Martin,23,3,56
Jaime Sexton,10,4,48
Chad Edwards,32,10,53
Roger Ruiz,15,7,36
Andrea Clayton,10,4,62
Ashley Koch,15,4,62
Lisa Day,11,5,56
Paul White,37,9,62
Eric Huffman,22,9,50
Richard Elliott,7,10,35
Brandon Cook,14,9,48
Kelsey Calhoun,34,10,57
Joseph Finley,31,8,34
Lisa Kim,5,9,37
Rhonda Acosta,33,9,28
Steven Graham,27,8,49
Jesse Holt,36,3,42
Matthew Malone,10,10,55
Sarah Sanchez,20,6,55
Jacqueline Hernandez,30,8,64
Rachel Oconnor,27,9,31
Nicholas Potts,32,3,39
Joseph Joseph,20,4,60
Heather Austin,15,10,24
Jennifer Wang,20,8,42
Malik Mata,28,1,38
Christopher Mccoy,39,2,18
Maria Thomas,12,3,29
Joseph Waters,7,7,51
Matthew Miller,39,8,54
Sherri Martinez,14,1,47
Chad Lee,13,1,21
Morgan Walker,23,9,57
Elizabeth Sanchez,37,1,48
William James,12,1,37
Aaron Hartman,27,8,30
Stephen Kramer,1,7,26
Jeffrey Bowman,40,3,46
Jennifer Wolfe,33,10,27
Kim Edwards,34,6,29
Kirk Young,21,1,49
