Name,Rank,CompanyNumber,Age
William Lang,36,6,41
Antonio Carter,10,5,63
Daniel Humphrey,6,3,26
Juan Malone,35,9,47
Robert Foster,25,9,28
Melanie Rogers,5,10,58
Jeremy Rogers,40,10,62
Amanda Collins,7,9,61
Daniel Martin,29,2,27
Anthony Blair,28,5,38
Anthony Hunt,8,6,31
Brittney Barnes,3,8,27
Kimberly Pope,20,7,59
Robert Hale,28,2,57
Scott Guerrero,1,4,64
Erica Bryant,38,8,25
Norma Goodwin,29,10,35
Mark Buckley,33,3,46
Carrie Miller,29,6,48
Judy Perez,7,2,65
Jody Allen,1,10,46
Bryan Stout,11,8,26
Amy Cooper,9,3,42
Kelly Moore,23,1,55
Luke Anderson,40,10,54
Karen Walker,34,9,63
Christopher Murray,11,1,46
Robert Estrada,27,9,39
Christopher Hall,4,8,36
Courtney Ferguson,18,3,56
Courtney Clay,6,4,34
Molly Lee,25,6,40
Brian Armstrong,21,6,54
Gregory Klein,12,1,36
Rachael Burton,13,1,29
Darren Hall,19,3,19
Wendy Willis,8,8,43
James Mckee,5,7,25
Jesse Combs,23,2,20
Tyler Boyd,27,1,29
Jamie Byrd,25,8,57
Laura Ward,35,4,61
Brandon Wise,3,6,31
Samuel Jones,29,8,24
Debra Giles,32,9,18
Carolyn Rasmussen,32,2,21
Kristen Elliott,2,9,54
Alyssa Brown,33,7,58
Christopher Carr,26,9,25
Jessica Frye,27,1,58
Joseph Walker,23,10,43
Lisa George,20,9,36
Christina Welch,27,6,19
Rebecca Herrera,35,10,45
Kara Rose,22,9,26
Deborah Bush,23,10,36
Mary Mitchell,5,6,41
Margaret Mccann,1,9,55
Amanda Hines,35,7,58
Gary Boyle,13,3,48
Jeffrey Daniels,1,2,40
Cheryl Tate,39,1,22
Joseph Douglas,27,2,37
Whitney Parker,31,6,61
Gregory Whitney,22,1,57
Steven Green,1,5,49
Larry Hill,20,3,53
Angela Gill,13,2,53
Rodney Perkins,14,9,34
Deborah Vincent,34,5,48
Rachel Woods,13,1,55
Jack Ball,20,1,44
Kayla Baldwin,3,10,61
Tyler Flores,5,1,59
Stephanie Mayer,34,8,19
Emily Tran,37,10,60
Jesse Newman,3,9,55
Andre Hurley,8,1,57
Kelly Mack,5,2,34
Darren Green,28,3,37
Amanda Hanson,16,1,49
Christopher Peterson,5,9,65
Kelly Smith,28,10,31
Megan Fischer,17,10,21
Deanna Patel,3,3,18
Dylan Ball,40,2,24
Reginald Weeks,31,7,57
Robert Roberts,18,6,52
Kevin Jones,5,3,20
Kimberly Chan,21,5,25
Jacob Hernandez,2,6,61
Jeffrey Allen,11,10,54
Robin Rojas,32,8,18
Angela Johnson,11,6,44
Sandra Miller,3,8,42
Dennis Perez,29,9,22
Benjamin Sanchez,19,1,61
Randy Alexander,5,8,32
Angela Joyce,40,10,38
Heidi Merritt,27,7,56
William Bond,17,9,53
Mark Zimmerman,7,5,41
Michael Salinas,10,10,37
Jasmine Cummings,12,2,34
Tina White,25,9,65
Justin Martinez,22,3,44
Kelsey Henderson,33,3,45
Randy Carr,19,10,62
Cheyenne Moreno,22,3,56
Justin Solomon,1,5,46
Sean Nelson,24,1,23
Adam Floyd,24,10,39
Matthew Hunt,4,8,44
Mary Moreno,21,8,29
Denise Stephenson,18,7,35
Erica Lucas,31,8,40
Thomas Hogan,5,10,19
Lori Simpson,39,2,53
Jonathan Ortiz,3,1,58
Juan Cole,30,4,54
Isaiah Meyer,36,1,37
Karen Bishop,20,5,65
Lori Morales,25,6,61
Nicole Mcgee,14,5,18
Melvin Johnson,31,10,21
Keith Sanders,30,4,57
Nicholas Allen,11,1,31
William Anderson,5,1,28
Anthony Cook,17,10,40
Jean Rose,1,7,41
Sandra Wagner,8,8,46
Jennifer Coleman,12,10,27
Emily Ho,28,6,32
Barbara Moore,32,7,45
Erika Jones,23,5,38
Sherry Morales,35,9,47
Gary Robertson,14,5,36
Taylor Peterson,40,3,22
Jason Perry,25,1,62
Kaylee Moore,5,2,37
Antonio Clements,2,5,62
Victor Le,24,10,56
Monica Hancock,28,4,58
Elizabeth Holland,38,6,26
Dustin Hall,19,4,59
Jessica Cline,23,10,51
Linda Taylor,9,9,24
Michael Robertson,20,3,18
Emily King,5,5,45
Audrey Parker,14,10,63
Cole Mercado,1,9,52
Kimberly Thompson,18,8,25
Katherine Robles,22,7,24
Rebecca Cole,28,10,36
Debra Coleman,19,1,49
Charles Sanford,32,10,62
Kyle Bailey,26,5,26
Jonathan Holmes,4,7,38
Kevin Russo,30,1,39
Michelle Terry,18,9,46
Russell Herrera,24,1,56
Kayla Moore,38,9,33
Ronald Thomas,3,8,35
Cynthia Weeks,17,6,37
Kevin Molina,6,3,29
Jose Meza,20,4,29
Maureen Rodriguez,12,6,60
Mark Bennett,3,4,44
Ashley Taylor,34,7,54
Bonnie Bass,28,3,59
Lisa Thompson,34,8,20
Kimberly Morgan,15,2,32
Michael Gutierrez,26,5,62
John Smith,32,4,51
Tamara Robertson,30,10,31
Tiffany Knight,27,3,18
Kristen Fischer,34,10,29
Veronica Williams,15,1,56
Lori Henry,40,7,45
Amanda Green,9,2,59
Kelly Wilson,21,9,38
Martin Cummings,2,2,51
Justin Greene,31,2,55
Suzanne Lewis,39,9,30
Natasha Conrad,30,5,41
Michelle Welch,30,8,60
Cynthia Lewis,39,9,21
Julie Howard,38,8,33
Justin Johnson,38,6,27
Christopher Rangel,31,8,21
Lisa Mcdonald,38,9,56
Paula Lewis,10,2,29
Justin Huerta,8,5,56
Ryan Townsend,13,2,63
Carolyn Rocha,22,2,60
Anna Green,7,5,35
Shannon Thomas,34,6,30
Brooke Henry,11,5,52
Steven Nolan,29,7,30
Craig Ellison,23,3,43
Mary Simmons,14,4,53
Ryan Thornton,27,5,31
Robert Walters,27,1,21
Matthew Knox,39,4,37
Matthew Goodwin,25,6,34
Zachary Butler,29,2,58
Kelsey Ortega,38,6,23
Kimberly Park,11,5,30
Jose Jones,7,9,27
Michael Bryant,3,1,31
Thomas Cabrera,12,1,25
Jennifer Davis,12,4,47
Carol Lopez,7,5,42
Adam Hill,17,8,40
Timothy Lawrence,32,8,61
Cindy Rodriguez,20,1,36
Patricia Hill,31,8,43
Colin Mitchell,3,1,38
Robert Robinson,11,1,43
Christopher Rivera,28,2,27
Gina Mahoney,4,5,40
Tamara Kaiser,8,1,43
Holly Evans,15,10,21
Jeffrey Clark,12,4,49
Joshua Potter,4,2,50
Michael Sparks,3,3,54
Kyle Morgan,8,1,59
Kevin Rodriguez,1,5,60
Christopher Mendoza,19,10,25
Richard Allen,35,3,36
Jennifer Cannon,37,2,24
Sarah Holland,34,3,61
Angela Price,40,5,37
Bridget King,3,9,48
Victor Gray,8,6,20
William Charles,5,8,35
Brenda Moore,36,1,54
John Henry,7,8,51
Madeline Miller,3,9,62
Daniel Evans,10,10,61
Joseph Clayton,23,2,29
Lynn Mendez,16,4,25
Justin Erickson,16,4,59
Chad Miles,9,2,36
Kimberly Harris,1,4,35
Mary Patterson,1,5,64
Heather Bean,38,8,51
Mark Reilly,2,10,65
John Hanson,37,5,53
Gabriella Good,2,3,61
Sarah Roy,23,10,20
Melinda King,2,9,35
Johnathan Long,11,3,46
Denise Roach,3,5,40
Adrian Nicholson,3,4,57
Gabrielle Martinez,14,5,46
Dustin Combs,28,8,19
Arthur Alvarez,26,2,36
Colin Harris,11,7,37
Caroline Edwards,8,6,60
Victoria Cervantes,38,4,65
Kayla Gonzalez,31,2,37
Leonard Vaughn,39,10,62
Rachael Summers,7,6,35
Daniel Harrison,30,6,24
Toni Reed,40,3,52
Emily Sanchez,11,1,26
Brooke Webster,37,9,63
Susan Morris,38,1,60
Paul Rodriguez,6,7,24
Alexandra Johnson,39,4,48
Carol Jacobs,11,10,41
Aaron Harris,2,10,18
Marie Gardner,32,2,21
Nicole Henry,15,8,36
Melissa Dorsey,33,5,54
Michelle Owen,14,7,32
Christopher Prince,21,4,43
Jessica English,35,9,45
Sandy Black,2,4,36
Anthony Collins,21,3,32
Michael Clark,38,4,52
Gregory Waters,16,8,38
Michelle Fleming,1,8,18
Robert Sanders,31,6,35
Mark Jones,32,7,22
Jessica Turner,22,1,65
Jennifer Gordon,29,2,48
Nicole Hopkins,17,1,43
Brett Wilson,38,2,34
Richard Jacobson,23,9,43
Jackie Martin,36,6,65
Anne Freeman,23,3,44
Tyler Tyler,1,6,21
Nicholas Sims,39,3,34
Robert Scott,8,5,65
Michael Dennis,10,8,43
Lisa Matthews,21,9,21
Jillian Lopez,4,7,61
Danielle Nichols,13,2,44
Sherry Lowe,5,3,25
Lauren Smith,18,9,65
David Butler,40,10,29
Sandra Harrison,13,2,31
Kyle Jordan,24,2,59
Ray Solis,10,10,21
Jacob Carney,1,2,18
Tammy Moore,10,4,19
Tiffany Howell,18,9,22
Steven Berry,32,4,36
Jacob Avila,24,1,24
Amy Parrish,35,2,35
Gina Nguyen,25,3,22
Ivan Brewer,40,9,34
Michael Kaiser,31,4,47
Nancy Morris,23,2,65
Emily Barry,5,1,37
Jacqueline Moss,27,2,34
Amy Friedman,37,2,32
Heather Dennis,19,9,51
Melissa Porter,23,4,35
Aaron Gonzales,16,8,18
Robert Ponce,38,6,38
Shannon Holland,20,4,34
Kelly Diaz,17,4,64
Glenn Ryan,5,8,57
Joel Campbell,10,6,56
Emily Benitez,20,1,56
Larry Lee,13,6,38
Jaime Roberts,37,6,22
Samantha Carlson,20,6,35
Juan Harper,28,7,21
Monica Nelson,29,8,63
Angela Nguyen,7,8,37
Ashley Walker,10,3,45
Cathy Taylor,25,2,57
Mason Holmes,20,10,63
Gary Johnson,12,4,18
Jason Hernandez,17,10,56
Christina Wheeler,3,8,23
Caleb Adams,5,7,55
Rose Salazar,8,10,45
Christina Richards,37,5,34
Samuel Fowler,2,1,47
Stephanie Fleming,37,1,45
Maureen Turner,27,10,20
Jennifer Jackson,19,10,42
Brittany Snyder,16,3,33
Reginald Allison,37,6,61
Arthur Hurst,13,3,54
Alice Smith,37,9,45
Charles Bright,2,3,44
Rodney Robles,28,2,21
Carrie Williams,15,10,22
Joshua Johnson,11,4,47
Denise Adams,4,5,43
Heather Gonzalez,16,2,60
Alfred Brown,31,5,44
Robin Smith,36,1,18
Wesley Fitzpatrick,34,3,18
Jacob Boyer,21,6,22
Ann Morris,10,10,19
Mallory Mason,24,4,36
Bryan Young,40,1,65
Kathryn Scott,5,3,43
Jessica Martinez,26,9,62
Jose Russo,40,10,31
Nicholas West,34,7,65
Scott Jones,16,4,51
Janet Martinez,32,1,18
Andre Richardson,11,3,25
Alan Reyes,36,10,18
Cynthia Benton,33,7,22
Chris Shelton,2,4,30
Jessica Miles,24,4,58
Alejandro Flores,2,10,18
Brittany Smith,14,6,49
Wendy Williams,8,2,27
Benjamin Yates,17,7,34
John Johnson,11,3,36
Patricia Vargas,30,4,41
Cassidy Hawkins,20,4,59
Abigail Olson,18,6,46
Anthony Martin,33,8,40
Lisa Grimes,14,10,45
Caleb Morse,5,7,65
Amy Powers,36,9,26
Anne Nguyen,3,4,59
Brittany Butler,3,6,33
Michael Davies,31,10,65
Brandon Smith,1,9,47
Sarah Collins,33,7,50
Kenneth Williams,19,10,53
Megan Garrett,2,6,35
Jonathan Jones,31,4,38
Ronald Wilson,29,1,26
Lisa Johnson,34,3,62
Edward Mcmillan,14,3,48
Mark Stanley,14,7,49
Jeffrey Carter,22,1,64
Jennifer Mata,32,4,21
Billy Thompson,3,3,49
Tyler Ellison,21,9,65
Laura Haynes,14,9,53
Crystal Erickson,33,9,53
Christopher Carter,8,1,51
Samantha Benson,12,3,25
Eric Jacobson,25,5,42
Brenda Jones,24,9,65
Jesse Johnston,30,10,43
David Gross,20,10,40
Paul Green,31,3,29
Brittany Sparks,22,3,46
Jeffrey Barber,38,2,50
Thomas May,36,6,64
James Sheppard,3,8,46
Nathan Lamb,10,8,43
Anne Gonzalez,18,6,30
Nathan Brooks,1,10,37
Mike Smith,26,4,58
Amanda Miller,31,10,18
Evelyn Kane,2,3,25
Julie Cooper,35,5,44
Amy Choi,34,4,50
Jennifer Barton,35,2,30
Timothy Willis,39,4,29
Natalie Guerra,32,10,29
Robert Adams,24,2,23
Sean Hernandez,30,2,52
Curtis Brooks,39,4,50
Shelby Ashley,13,3,61
Richard Swanson,27,8,27
Christina Keller,29,8,32
Steven Harris,25,6,61
Sara Stevens,18,3,48
Melissa Jackson,3,9,57
Patricia Butler,24,10,20
Richard Simpson,9,5,57
Daniel Ray,31,9,24
James Smith,1,2,43
Daniel Lozano,25,1,40
Michael Taylor,9,8,32
Destiny Pope,9,3,43
Wendy Gibson,1,7,46
Rebecca Taylor,31,1,38
Julie Miller,1,7,55
Megan Jacobs,38,9,38
Jennifer Carr,31,3,47
Christopher Dougherty,12,9,64
Brett Johnson,38,4,25
Hector Miller,40,9,37
Victor Perry,4,7,65
Maria Smith,33,4,42
Regina Jones,24,4,64
Stephanie Huerta,6,6,53
Amy Harris,15,6,39
Gregory Ruiz,34,4,19
Theodore Thornton,39,3,34
Danielle Flowers,19,10,39
Charles Spence,5,9,30
Luis Morales,38,6,51
Clarence Morales,33,9,33
Joann Wright,5,10,30
Andrea Jones,14,3,55
Jeffery Gomez,2,4,47
Angelica Andrews,7,10,43
Francis Glover,21,7,46
Joel Butler,38,2,21
Jean Cole,37,10,48
Steven Stevens,26,3,44
Leah Porter,9,5,41
Kevin Baker,13,4,63
Sharon Vaughn,36,1,31
Jay Chapman,14,3,54
John Estrada,21,7,32
Michael Carr,6,2,20
Andrea Williams,40,3,19
Jason Estrada,16,5,48
Shannon King,29,3,49
Robert Fuller,19,7,36
Mark Green,36,8,58
Joseph Duran,22,6,56
Charles Huber,10,6,32
Jonathan Nichols,39,3,19
Dawn Myers,40,4,28
John Payne,28,8,32
Janet Brown,27,8,32
Natasha Johnson,26,8,50
Kathleen Sullivan,24,9,20
Kimberly Moore,2,2,35
Jared Evans,22,4,54
Keith Wilson,7,7,58
Pamela Miller,4,7,30
Evelyn Fuller,21,3,45
John Potts,26,9,27
Joshua Knight,15,4,23
Deborah Dixon,8,6,49
Amy Tran,13,7,35
Shawn Martinez,38,10,29
John Kerr,39,5,35
Carol Mckay,22,5,42
Timothy Ross,20,2,40
Grant Campbell,14,5,60
Sean Williams,32,10,27
David Holt,27,7,56
David Ramirez,34,2,31
Daniel Bonilla,40,3,32
Karen Davis,26,8,35
Aaron Tyler,20,9,42
Patricia Kennedy,27,9,54
John Park,21,9,24
Chad Turner,10,9,63
Scott Reeves,17,2,28
Stephanie Berry,28,1,33
Erica Hughes,19,3,53
John King,13,3,62
Nicole Gonzales,3,7,52
Rodney Garcia,37,10,43
Roberto Morales,22,1,64
Alexander Jones,37,10,41
Matthew Orr,7,2,50
Gary Stevens,14,8,28
Caroline Sweeney,13,8,39
Dana Simmons,26,2,41
Daniel Mcmillan,15,6,31
Jennifer Medina,18,6,21
Karen Durham,5,4,53
Evelyn Franklin,25,5,48
Robert Green,19,2,53
Reginald Henson,27,7,38
Savannah Lopez,21,6,51
Patty Bryant,22,5,43
Emily Landry,17,1,58
Larry Petersen,40,2,30
Nicole Douglas,10,7,60
Anthony Willis,17,9,50
Gerald Mendez,39,6,32
Michelle Clark,17,2,28
Joshua Graham,27,3,42
Jennifer Walsh,40,10,24
Megan Weaver,21,5,52
Jesse Miller,39,7,51
Adam Flores,6,9,33
Sharon Savage,38,8,63
Dawn Clarke,40,1,61
Elizabeth Hawkins,22,2,64
Susan Christian,2,5,60
Abigail Cook,27,5,21
Madison Powers,5,8,39
Eric Hoffman,10,7,47
Michael Thompson,18,7,33
Whitney Alvarez,11,6,54
Vanessa Marquez,26,8,61
April Chung,4,3,27
Donald Fowler,20,6,28
Matthew Gutierrez,14,5,65
Juan Stevenson,11,9,23
Kyle Rojas,26,5,55
Kaitlin Barber,15,1,48
Kimberly Chapman,24,3,35
Kara Bass,17,3,24
Robert Myers,16,4,57
Michael Soto,39,3,46
Michael Stafford,26,2,30
Kyle Ray,39,7,62
Danielle Stokes,32,5,19
Wanda Boone,22,2,37
Zachary Wilkins,21,7,37
Michelle Rodriguez,7,4,55
Thomas Stone,36,4,48
Danielle Edwards,6,9,64
Caitlin Mcclure,40,5,23
Carol Russell,38,2,39
Martin Mendoza,34,1,50
Daisy Parks,19,1,41
Benjamin Conner,38,4,35
David Harper,2,1,33
Michael Powell,31,2,53
Kathryn Miller,18,2,28
Linda Garrett,9,4,64
Paige Smith,3,7,19
Bonnie Vega,14,5,56
Courtney Cuevas,4,7,38
Sandra Brown,40,2,32
Janet Snyder,37,9,21
Jim Gonzales,3,3,40
Christopher Rivera,24,9,22
Jared Cline,33,3,40
Robin Morales,37,10,18
Adrian Hunt,13,6,26
Alison Elliott,18,3,18
Austin Flores,30,6,59
Amanda Clark,20,8,65
Marcia Sutton,33,7,33
Carlos Evans,39,4,49
Robin Collins,1,6,45
Brooke Weaver,19,10,23
Christina West,17,5,30
Melissa Gould,3,5,59
Kathryn Evans,7,2,25
Ruben Paul,6,2,26
Randy Black,18,1,57
Gregory Hall,17,9,55
Rebecca Ryan,14,9,58
Mallory Morton,7,6,18
Melissa Greer,2,7,20
Erika Oconnor,14,1,29
Taylor Washington,24,1,40
Zachary Griffith,26,4,63
Aaron Stewart,39,7,59
Charles Russell,40,1,61
Christina Love,21,9,26
Michael Arnold,39,5,60
Susan Wilkinson,37,5,24
William Lowery,31,4,56
Shawn Roman,10,4,22
Brandon Clark,20,3,41
Jeffrey Spencer,13,4,51
Heather Baker,20,9,21
Elizabeth Stafford,1,5,40
Julia Taylor,40,10,26
Doris Wilson,20,9,39
James Anderson,18,2,59
Michelle Gilmore,26,2,18
Samuel Meyer,3,6,19
Jonathan Sellers,22,6,30
Christopher Martin,29,9,58
Jessica Anderson,9,6,18
Denise Thomas,13,10,42
Mark Wells,36,4,39
Emily Nichols,32,8,47
Megan Smith,39,9,18
Jennifer Stewart,3,1,28
Ashley Payne,37,3,39
Scott Nicholson,23,6,41
David Moore,3,10,20
William Foster,26,4,28
Savannah York,37,7,64
Gary Gordon,2,9,56
Veronica Perez,17,4,49
Jeanette Holmes,1,7,41
Mary Perez,7,1,44
Harold Rodriguez,2,4,53
Jasmine Wu,5,5,30
Mark Galvan,36,1,63
Ruben Stevens,31,3,28
Cheyenne House,35,10,19
Natalie Gardner,39,1,25
James Villegas,18,8,26
Samantha Stevens,27,7,57
Kelly Hill,36,8,55
Melanie Price,11,3,59
Jenna Wilkinson,6,1,63
Amber Randall,19,6,34
William Thomas,24,8,52
Matthew Harding,4,3,62
Debra Smith,17,5,37
Thomas Doyle,14,7,62
Brent Smith,22,7,58
Lisa Evans,15,4,27
James Cohen,24,2,30
Michelle Young,2,5,57
Theresa Smith,4,4,64
Lauren Garcia,15,3,26
Ashley Ponce,27,5,59
Daniel Kemp,26,1,42
Reginald Maldonado,1,1,30
Shelby Kennedy,2,9,64
Lori Stuart,32,5,44
Thomas Hall,33,3,33
Craig Rivera,9,7,65
Derrick Gibson,12,7,54
Rebecca Beasley,13,5,50
Cheryl Wilkinson,29,2,29
Catherine Morgan,10,3,49
Joseph Moore,18,2,22
Isaiah Hernandez,1,8,44
Sharon Rodriguez,35,9,28
Allison Taylor,37,5,51
William Palmer,28,4,35
William Townsend,29,4,37
Debra Norris,6,2,65
Shelia Maynard,6,10,34
William White,11,5,43
Mario Williams,29,4,51
Christopher Anderson,38,5,33
Joshua Charles,17,9,25
Lori Gonzalez,9,10,64
Justin Cantrell,15,6,33
Erik Chen,10,10,54
Mark Martinez,14,6,44
Michael Cole,17,6,40
Kathleen Sharp,15,1,45
James Wolf,29,10,33
Michelle Myers,1,1,52
Isaac Paul,13,1,32
Mark Douglas,14,5,32
Samantha Stephens,28,2,35
Luke Archer,29,10,62
Jonathon Morgan,32,10,40
Steven Collins,27,1,20
Amanda Smith,16,1,42
David Aguirre,3,1,63
Judith Patton,24,2,37
Carolyn Oliver,36,2,21
Timothy Christensen,34,2,26
Mary Willis,19,8,65
John Thomas,26,10,65
Bobby Miller,20,8,27
Edward Ford,38,9,18
Allen Daniel,29,4,58
Andrea Reid,31,8,55
Katelyn Cochran,5,4,42
Jill Hudson,1,5,28
Thomas Powers,23,5,56
Sharon Wallace,17,10,46
Michelle Jacobson,8,7,43
Michael Orozco,22,7,35
Richard Jensen,35,9,40
Rhonda Smith,2,10,31
Joseph Walker,37,10,35
Justin Snow,30,10,55
Robert Allen,3,8,22
Matthew Lane,5,9,30
Kevin Sherman,6,5,60
Eric Parker,40,10,62
Jeremy Long,11,10,59
Jocelyn Taylor,36,10,34
Stephen Wilson,16,1,20
Mary Johnson,32,2,44
Tiffany King,11,2,54
Carlos Cline,29,8,51
Beth Carr,30,3,32
Ivan Thomas,17,4,28
Rachel Edwards,39,8,58
Bradley Perez,20,6,31
Stephen Coleman,16,10,45
Matthew Young,33,9,43
Carlos Wang,32,3,58
Judy Mcknight,21,3,56
Sherry Taylor,7,2,24
Christina Serrano,29,4,41
Austin Pierce,22,4,53
Michael Hoffman,18,2,57
John Wilson,33,3,44
Donna Lewis,15,5,31
Jeffrey Stevens,6,1,61
Joshua Cole,10,9,58
Matthew Butler,28,1,21
Daniel White,27,1,22
Jennifer Woodard,15,10,41
Jennifer Wilson,33,4,32
Karen Roberts,7,1,54
Tina Rodriguez,10,10,20
Christopher Boyd,28,9,44
Donna Morgan,36,2,57
Victor Smith,1,6,33
Karla Murphy,36,3,51
Shawn Johnson,15,7,29
Carrie Rodgers,4,1,33
Andrew Clark,25,7,19
Barry Johnson,17,2,64
Kimberly Curry,38,6,52
Christopher Spencer,3,2,28
Melissa Phillips,7,8,31
Bryan Murphy,38,10,56
Danielle Garcia,2,6,38
Tammy Harrison,11,2,59
Brian Johnson,39,3,55
Shannon Silva,10,7,50
John Gillespie,40,8,27
Jenna Brown,18,7,19
Brittany Barker,25,4,21
Vincent Wheeler,7,1,46
Jason Johnson,12,6,61
Ian Lee,36,10,52
Destiny Gonzalez,20,8,55
Christina Paul,14,10,42
Ethan White,34,4,50
Andrea Davidson,22,2,22
Doris Russell,22,7,56
Christina Nichols,12,4,55
Robert Mcdonald,2,7,22
Adam Scott,7,3,20
Brianna Jackson,13,1,60
Ricardo Silva,31,6,59
Savannah Landry,30,2,50
Joan Smith,22,9,55
James Alexander,37,3,58
Cassidy Farmer,30,5,51
Kathleen Medina,6,9,44
Jonathan Parker,29,6,27
Seth Edwards,26,10,35
Matthew Bauer,13,10,52
Rita Lee,20,1,37
Tyler Marsh,17,5,36
Nathaniel Stephens,38,6,59
Kathy Chambers,33,8,51
Reginald Stephens,8,8,29
Daniel Flores,5,5,35
Brian Wilson,23,1,55
Martin Gibson,27,2,56
Joseph Jackson,30,8,29
Jason Scott,6,1,18
Ryan Salinas,36,1,21
Thomas Moore,37,2,23
Kenneth Moore,17,1,50
Kelli Lewis,25,7,18
Jennifer Marshall,24,8,55
Jennifer Brown,19,3,26
Christine Myers,28,5,44
Eric Fisher,2,6,34
Steven White,4,4,40
Kristy Beasley,24,4,36
Daniel Hicks,16,9,65
Brian Jordan,4,4,53
Susan Schmidt,37,4,63
Dustin Wilson,19,2,64
Stephanie Barajas,10,3,40
Anthony Young,31,9,48
Lauren Ross,21,4,55
Jesse Miller,36,5,26
Kimberly Henry,34,1,55
Calvin Garrett,22,1,20
Benjamin Carroll,20,1,41
Logan Contreras,6,4,45
Brenda Taylor,6,1,22
Thomas Hoffman,39,8,58
Debra Weber,15,4,27
Jonathan Holmes,22,9,30
Janice Smith,8,10,25
Robert Gordon,10,3,19
Jessica Herman,33,5,60
Jesse Spencer,6,6,62
Lisa Morales,3,10,24
