Name,Rank,CompanyNumber,Age
Jessica Shields,16,7,43
Kelsey Gates,24,5,63
Brandon Henry,9,6,54
Deborah Townsend,20,4,20
Victoria Young,16,6,21
Monica Mitchell,18,3,48
Alan Howard,38,3,65
Timothy Fernandez,30,3,43
Vicki Mcdowell,13,2,52
Lisa Wood,10,7,24
Jeremy Hensley,27,5,35
Cynthia Hall,34,10,36
Justin Lopez,14,3,31
Kimberly Odom,33,3,32
Joanna Young,13,1,65
Nancy Baldwin,10,9,37
Jennifer Webster,22,2,60
Brittany Finley,2,2,19
Erin Garrett,5,4,57
Trevor Carlson,19,5,19
Anna Baker,24,10,30
Megan Garrett,36,1,55
Donald Stewart,35,8,37
Jessica Burns,34,9,64
Brian Ritter,25,7,22
John Frye,27,4,31
James Diaz,24,4,23
Crystal Hines,28,1,64
Donald Welch,40,1,22
Brenda Ward,28,6,21
Victor Durham,23,5,61
Austin Gallegos,28,4,39
Donald Cross,25,5,47
James Miller,22,5,53
Melanie Keller,29,3,31
Paul Hernandez,37,1,53
Amy Garcia,40,7,58
Barbara Henry,27,4,48
Matthew Edwards,7,9,33
Susan Larson,20,8,22
Joseph Patel,30,4,18
Timothy Clay,19,5,18
Randy Clark,6,8,54
Frank Turner,6,9,21
Annette Taylor,18,1,53
Melissa Wright,32,3,65
Christopher White,5,10,36
Tamara Hart,14,6,61
Michael Thomas,18,2,43
Kimberly Merritt,5,6,54
Sarah Levy,7,6,53
Brandon Stafford,27,10,51
Pamela Smith,40,8,59
Sarah Lewis,36,5,53
Jennifer Boyle,11,5,64
Matthew Walker,3,5,19
Robert Proctor,13,2,51
Dale Sanders,15,10,23
Ronald Garner,8,5,18
Henry Lee,37,2,19
Emily Ho,27,10,54
Martin Davis,29,3,25
Isaac Rhodes,6,4,25
Barbara Sullivan,28,1,34
Robin King,4,5,18
Abigail Smith,23,5,44
Victoria Trujillo,38,9,56
Jeffrey Robinson,29,9,41
Amy Velasquez,5,5,35
Erin Molina,30,1,51
Kendra Villa,35,10,62
Alexander Lee,19,4,34
Omar Mathews,8,2,45
Angela Warren,16,4,18
Scott King,39,3,31
Jeff Oliver,12,5,22
Robert Baker,13,1,55
Jamie Anderson,15,8,60
Sarah Smith,3,9,40
Kyle Carrillo,10,8,45
Emily Washington,34,2,28
Jennifer Savage,39,8,26
Courtney Graves,16,3,38
Gerald Gonzalez,11,9,56
Dale Carter,34,3,62
Jack Howe,31,5,25
Ethan Moore,4,3,45
Jenny Washington,15,2,22
Jason Kennedy,16,1,40
Jessica Hernandez,25,4,35
Erica Torres,6,10,46
Lori Burnett,24,8,25
Karen Johnston,15,7,29
Tony West,27,10,46
Allen King,22,6,59
Andrew Brooks,5,1,50
Becky Conner,20,5,35
Scott Gilbert,17,2,64
Julie Johnson,3,1,24
Nancy Blevins,25,2,35
Lisa Stout,27,10,38
Jocelyn Lopez,29,3,42
James Stanley,35,5,27
Joshua Webster,36,7,50
Autumn Jackson,6,10,59
Cody Hutchinson,10,5,18
Amy Richards,17,2,65
Sandra Simmons,35,7,24
Ryan Sims,32,10,39
Bethany Garner,34,10,33
Michael Velez,6,2,38
Rachel Nelson,8,3,65
Xavier Johnson,9,4,34
Michael Shaw,27,8,25
Adam Farley,9,4,33
Haley Robbins,17,2,32
Barry Burton,7,7,28
Kevin Mitchell,9,8,23
Roy Thornton,36,8,61
Robert Bennett,2,5,26
Anthony Weeks,38,8,24
Lynn Williamson,38,3,64
Nicole Brown,36,5,38
William Wolfe,18,8,47
Cameron Ballard,40,5,40
Jennifer Lopez,36,2,59
Jennifer Coleman,32,5,47
Richard Knight,19,7,41
Shannon Campbell,3,10,40
Donna Willis,4,1,38
Zachary Barrett,21,10,49
Cindy Jackson,5,10,24
Elizabeth Evans,32,2,54
Teresa Hartman,39,3,25
David Kaufman,15,3,61
Nancy Hernandez,22,3,22
Roger Roth,14,3,34
Terri White,25,6,59
Jamie Kennedy,36,9,38
Jacqueline Thompson,27,2,23
Matthew Atkinson,34,9,45
David Mueller,33,1,65
Kathleen Arellano,3,9,40
Andrew Curry,22,6,40
Ashley Wagner,35,10,52
Dwayne Gonzalez,6,7,58
Jeffery Silva,24,9,39
Crystal Daniels,38,7,37
Mary Anderson,15,9,37
Jason Fuller,9,4,24
Kiara Garcia,27,5,58
Cynthia Reynolds,40,1,49
James Delgado,27,2,27
Christina Wheeler,24,2,25
Jane Perez,12,4,61
Scott Patterson,14,9,32
Margaret Turner,26,6,31
Nicholas Young,1,1,26
Jonathan Hall,18,7,30
Ashlee Jones,31,4,19
Leonard Brown,21,3,18
Sean Joseph,33,1,32
Dylan Perez,4,2,26
William Mendoza,33,1,33
Jessica Stephens,39,1,41
Susan Frazier,31,9,62
Mary Phillips,40,8,63
Melissa Chen,12,8,36
Sandra Pace,12,8,23
Krista Torres,19,3,65
David Diaz,30,9,31
Mark Carrillo,6,7,26
Jeffrey Randall,20,3,64
Sara Gray,27,1,23
Emily Sanders,38,4,24
Kevin Steele,25,2,24
Raymond Buchanan,35,2,43
Jeffrey Turner,36,9,40
Shelly Morgan,17,3,34
Christopher Hawkins,2,4,26
Vincent Chambers,30,10,59
Shelby Strickland,27,9,28
Jennifer Bates,14,7,56
Juan Williams,6,9,56
Christopher Johnson,32,6,23
Ashley Powers,22,7,58
Bradley Lawrence,2,9,55
Kenneth Singleton,11,8,24
Timothy Contreras,33,10,55
Elizabeth Jones,27,5,31
Lisa Adams,29,6,44
Jacob Lawson,35,6,30
Anthony Rodriguez,12,10,53
Hayden Palmer,4,10,21
Teresa Black,21,8,47
Melissa Black,19,1,60
John Bowman,19,3,51
Nicole Meyers,15,10,31
Joseph Wilson,9,6,19
Kimberly Murray,7,3,43
Ronald Martinez,18,10,24
Katie Davis,28,8,60
William Vargas,8,8,27
Katherine Ramirez,22,8,31
Michael Martinez,8,4,62
Katherine Taylor,16,8,56
Philip Leblanc,31,8,31
Don Thompson,28,3,41
Lauren Gonzalez,6,10,32
John Shaw,9,10,53
Gary Watson,17,10,40
Sheri Ramos,5,2,44
Scott Mitchell,29,8,55
Kristen Watts,9,1,55
Timothy Solomon,16,2,48
Stephen Kelly,24,3,42
Michelle Wilkins,8,3,33
Jermaine Williams,1,10,20
Derrick Horton,38,2,50
Mckenzie Russell,18,4,55
Casey Pennington,11,2,54
Kelly Erickson,2,8,46
Deborah King,5,6,50
Anthony Cook,40,6,63
Cynthia Johnson,26,2,25
George Garner,33,1,52
Joshua Lynch,38,7,64
Kelly King,35,7,43
Cassandra Montoya,38,3,56
Linda Baker,10,6,19
Jessica Rodriguez,4,1,36
Lawrence Hansen,6,8,23
David Reese,22,7,45
John Johnson,6,4,33
Daniel Hooper,29,8,24
Larry Gonzalez,39,9,27
Thomas Hamilton,33,3,22
Kelly Bates,27,9,52
Katie Harper,33,8,22
Brenda Johnson,33,9,39
Gordon Ortega,39,5,30
Joshua Stevens,27,5,37
Gregory Williams,29,6,55
Kathleen Palmer,26,2,25
Bonnie Villa,12,6,51
Martin Rogers,5,6,45
Larry Huynh,26,8,23
Jennifer Cline,36,1,49
Sean Brown,2,8,43
Douglas Smith,8,2,37
Austin Dunn,3,7,23
Kenneth Farrell,9,2,63
Teresa Sims,28,3,62
Nicholas Smith,15,1,30
Stephanie Williams,19,1,63
Cassidy Marshall,37,3,41
Kristy Williams,31,9,24
Renee Martin,8,10,47
Keith Rodriguez,30,9,36
Benjamin Patton,35,6,19
Christopher Smith,32,9,18
Aaron Johnson,10,2,52
Paul Golden,37,2,23
Julie Grant,2,1,34
Tammy Williams,4,6,38
Colleen Spencer,29,1,41
Stephen Brewer,38,7,59
Jennifer Jackson,26,1,44
Whitney Anderson,34,2,64
Timothy Leon,27,2,22
Alexis Woodard,21,4,52
Jennifer Hill,3,5,22
Mary Jones,1,8,57
Jasmine Blackburn,29,4,34
Laurie Rodriguez,12,10,22
William Curtis,7,9,25
Donna Cortez,17,4,48
Sherry Chang,16,4,62
Michael Robinson,23,4,42
Nancy Guerrero,5,5,46
Andrea Wood,22,6,28
Kyle Bowen,11,10,43
Matthew Madden,3,5,34
Mark Smith,14,5,30
Darren Pierce,38,4,34
Alexa Hawkins,32,6,43
Jay West,22,8,54
Jade Cameron,20,7,62
Jeremy Delgado,3,8,36
Pamela Herrera,10,2,50
Alexander Lowe,35,1,58
James Woodward,36,2,32
Michael Huynh,8,9,46
Andrew Grimes,37,5,46
Paul Jackson,10,1,33
Justin Solomon,19,9,34
Jeffrey Grant,10,6,26
Joshua Anderson,36,2,32
Wanda Myers,19,8,19
Kelsey White,16,10,54
Jeffrey Zamora,20,2,45
William Shaffer,21,3,49
Samantha Gregory,33,2,62
Amy Ramirez,33,1,19
Jennifer Bishop,34,3,37
Timothy Mitchell,5,7,33
Katherine Gomez,20,3,65
Robert Anderson,7,3,44
Melissa Peters,19,10,42
Michael May,26,8,41
Wesley Williams,11,6,65
David Little,2,6,25
Mason Hartman,21,4,57
Lori Robinson,28,8,37
Thomas Martin,17,8,64
Robert Carroll,34,2,52
Matthew Galloway,29,2,60
Brian Lewis,19,3,51
James Santos,28,2,27
Jeanne Kelly,22,5,33
Paul Harris,5,1,23
David Clark,34,10,61
Miguel Rodriguez,27,1,59
Erik Mclaughlin,21,8,52
Ashley Faulkner,18,9,19
Crystal Garcia,26,3,32
Brenda Lyons,29,2,19
Nicole Ryan,36,9,39
Shannon Jenkins,32,6,23
Rebecca Gregory,40,1,59
Robert Lee,27,2,46
Brian Olson,36,2,36
Ralph Blackburn,6,8,55
Nicolas Scott,35,7,45
Victoria Bauer,34,10,26
Brandi Franco,23,10,61
Robert Davies,30,3,53
Kevin Santiago,17,6,32
Robin Yoder,19,6,22
Michael Garcia,36,2,55
Jacob Heath,27,7,59
David Smith,27,3,42
Carl Anderson,15,5,63
Lorraine Glass,39,1,41
Lauren Bridges,3,9,27
Destiny Smith,38,1,45
Scott Lawson,11,9,48
Christina Knapp,9,2,50
Donna Adams,3,4,47
Antonio Davis,39,1,40
Erica Tran,5,2,31
Rachel Moore,9,3,26
Amy Berry,28,7,18
Eddie Mullins,14,5,29
Richard Sanchez,17,10,40
Christopher Watts,10,2,63
Johnny Lee,25,8,38
Matthew Munoz,14,7,47
Laura Mcmillan,6,10,59
Andrew Adams,29,5,32
Greg Hernandez,31,2,22
Manuel Guzman,31,4,29
Zachary Keith,33,7,19
Jessica Hansen,25,10,39
Bailey Daniel,25,9,37
Carrie Allen,38,4,25
Joshua Hensley,3,4,29
Cheryl Davis,19,7,31
Lisa Knight,13,1,58
Jeffrey Davila,36,7,27
William Simpson,12,5,20
Rebecca Fernandez,1,1,42
Patricia Ford,39,9,34
Morgan Brown,3,3,45
Beverly Lopez,34,10,34
Christopher Alexander,3,7,53
Mark Smith,7,1,62
Marco Davis,17,6,39
Cynthia Reese,3,7,19
Daniel Joseph,24,4,41
Jonathan Parker,34,9,26
Michael Davis,2,9,35
Michael Lane,28,2,62
Peter Jones,35,9,57
Patricia Martinez,6,9,39
James Lopez,38,9,60
Jacob Kim,15,4,44
Casey Santiago,9,2,18
Jill Harris,32,6,24
Sharon Torres,13,3,32
Erica Anderson,8,4,29
Veronica Lopez,20,3,45
Nicole Sexton,35,9,29
Rhonda Hall,6,6,23
Lisa Robinson,16,8,48
Savannah Moss,21,6,34
Christina Manning,33,7,26
John Kelly,22,6,24
Thomas Stewart,27,6,41
Bruce Mitchell,17,2,65
Anthony Ryan,5,8,62
Kathleen Clark,1,3,42
Cody Randall,2,1,19
Meghan Kemp,3,8,30
Chad Ballard,26,7,58
Aaron Hunter,1,2,21
Zachary Perez,36,6,37
John Walters,38,6,50
Karen Smith,4,3,60
Emily Ruiz,1,10,47
Christopher Cantu,22,3,32
Elizabeth Davis,22,2,27
Kevin Powers,22,4,62
Lisa Smith,7,1,65
Julie Barry,5,10,29
Joseph Smith,18,8,38
Richard Davis,40,8,24
Carol Woodard,13,5,43
Cynthia Tran,5,10,19
Charles Pena,28,7,48
Todd Kent,38,7,18
Roger Williams,24,4,63
Jasmine Bennett,11,7,45
Kathleen Moses,24,10,27
Traci Pena,12,2,21
Dawn Schaefer,20,5,23
Carol Beck,18,7,44
Cassandra Bailey,26,7,21
Troy Mccarthy,4,10,47
Adriana Jones,35,9,25
Raymond Bradford,34,6,18
Matthew Castillo,17,9,46
Amber Newman,16,10,39
Melanie Alvarez,16,5,38
Theresa Dudley,36,5,39
Darlene Ross,3,6,38
Gerald Phillips,16,8,57
Tonya Cruz,17,2,55
Brian Salazar,32,2,50
Robert Patterson,9,7,40
Rebecca Palmer,14,10,33
Dale Robertson,39,4,32
Renee Myers,17,6,31
Zachary Hayes,12,1,43
Brittany Chase,31,5,21
Deborah Collins,28,9,45
Dylan Johnson,22,8,50
James Oneill,36,3,43
Cynthia Schmitt,30,3,42
Anthony Gutierrez,35,9,40
Daniel Meyer,35,3,39
Samantha Rhodes,30,7,43
Gregory Giles,14,7,26
Julie Shepard,1,7,50
Kristen Martin,5,8,26
Warren Ramirez,5,10,37
Sheena Howard,17,3,36
Joshua Patterson,34,10,50
Marcus West,31,3,41
Jeffrey Thompson,8,1,65
Tony Farley,21,9,55
Stacy Gonzales,36,9,60
Sandra Morrow,33,9,26
Anne Galvan,11,5,20
Martin Moore,9,6,62
Jason Miller,34,2,33
David Sullivan,35,7,22
Donald Page,3,3,54
Tiffany Vargas,36,1,65
Chad Mueller,21,4,47
Sandra Pearson,3,4,20
Robert Miller,6,9,60
Brandon Jordan,38,5,36
Lisa Taylor,15,9,53
Brandon Turner,20,1,50
Jason Phillips,33,1,60
Michael Myers,14,4,38
Kyle Young,21,5,45
Brian James,40,8,46
Louis Dixon,19,5,35
Heather Baker,9,9,41
Anthony Griffith,14,3,47
Brooke Mora,12,10,41
Anne Calderon,27,5,24
Valerie Bradshaw,20,8,40
Michelle Mcmahon,36,8,21
Steven Rios,21,8,49
Elizabeth Gonzales,9,3,58
Trevor Allen,3,2,32
Jonathan Butler,32,10,21
Steven Greene,20,8,51
Michael Crawford,38,3,53
Ashley Parker,5,4,30
Laura Pineda,14,8,52
Nicole Nguyen,37,1,42
Joshua Parrish,3,5,62
Elizabeth Castillo,11,2,37
Lisa Vance,38,5,25
Katie Herrera,3,5,54
Gary Valenzuela,9,7,31
Jeremy Leblanc,12,7,27
Tony James,8,8,63
Michael Thompson,9,7,26
Alisha Zamora,7,3,43
Brett Sandoval,21,5,50
Lisa Andrews,33,4,59
Charles Griffin,17,1,18
Karen Shaw,31,5,64
Samantha Carter,5,2,51
Joel Wright,36,10,39
Robert Riley,14,6,52
Samuel Moody,21,7,46
Christina Bates,18,8,26
Sarah Crawford,10,2,30
Ashley Davis,7,3,33
Lee Meyer,34,8,19
Shawn Park,12,2,38
Steven Noble,29,2,52
Brian Cruz,37,8,21
Jasmine Cooper,34,6,18
Jennifer Blevins,4,6,55
Joel Wilkinson,1,7,65
Kevin Henderson,22,4,45
Raymond Zamora,9,1,36
Nicholas Riggs,38,4,43
Debra Alvarado,21,1,22
Rebecca Williamson,22,5,62
Jordan Sawyer,27,2,57
Joseph Kemp,7,9,39
Joshua Peterson,37,10,64
John Thomas,16,8,61
Melissa Bruce,9,6,24
Bruce Riley,35,3,19
Tracy Roberts,4,6,53
Mary Dorsey,1,2,52
Tyler Carpenter,6,7,35
William Jones,23,6,56
Andrea Calhoun,22,5,41
Kelly Luna,23,7,36
Elizabeth Daniel,34,7,58
Randy Malone,14,6,23
Samantha Hamilton,20,4,36
Dennis Rivera,25,5,35
Samantha Briggs,7,7,43
Jeffrey Brock,21,7,48
Robert Thomas,17,4,35
Tracey Perez,19,7,21
Amber Gilbert,18,1,55
Daniel Clark,7,2,24
Rachel Rodriguez,18,5,39
Abigail Navarro,33,4,58
Jason Chambers,12,7,26
Maria Blair,24,5,42
Marissa Estes,20,3,25
Ann Miller,4,8,58
Stacey Abbott,26,7,39
Ethan Scott,21,5,50
Amanda Smith,5,7,22
Lori Rodriguez,36,8,57
Becky Lee,22,5,58
Shane Sanchez,38,6,34
William Bolton,36,1,40
Elizabeth Mcmillan,10,4,45
Cody Waller,14,10,60
Dustin Rice,1,5,63
Melissa Huff,2,6,35
Susan Buchanan,40,4,30
Robert Austin,23,9,39
Daniel Tucker,14,5,37
Danielle Contreras,17,2,64
Jeffrey Blair,29,7,22
Amber Casey,4,7,30
Jesse Wallace,39,3,30
Briana Romero,32,10,24
Mike Shields,3,2,26
Tim Curtis,12,3,47
Brandi Torres,32,1,55
Kathy Parker,17,8,36
Todd Love,16,9,28
Rose Ortiz,31,2,57
James Daniel,4,3,24
Victoria Stewart,16,7,65
Sarah Rivera,18,4,60
Wendy Hall,33,8,48
Elizabeth Jimenez,35,10,43
Emily Mclaughlin,38,3,48
Christopher Shannon,19,1,53
James Hess,18,6,23
Joseph Taylor,35,5,41
Matthew Garcia,33,8,29
Andrea Clark,38,3,19
Nicholas Campbell,12,1,58
Daniel Phillips,25,5,47
Jesse Bryant,30,5,32
Ronald Rocha,26,6,39
Desiree Johnson,4,3,46
David Ross,34,4,57
Donna Avila,17,1,61
Frank Perez,26,7,27
Jason Stephens,35,6,19
Caitlyn Hawkins,9,2,34
Benjamin Bolton,34,4,36
Eric Bennett,38,10,55
Frank Parrish,34,7,37
Glenn Peters,35,6,59
Timothy Henderson,31,9,56
Erika Terry,23,3,25
Robert Mcdonald,10,10,37
Theresa Martinez,6,1,29
Robert Evans,35,9,65
Brooke Smith,27,6,32
Heather Nichols,34,6,44
Michelle Jackson,23,6,53
Ashley Williams,1,5,49
Janet Munoz,8,3,19
Jacob Humphrey,25,1,36
Richard Jones,1,7,32
Donna Lopez,28,2,20
Margaret Kent,25,6,43
Tracy Chavez,28,9,28
Jimmy Petersen,32,7,59
Scott Hutchinson,29,8,21
Martha Ellis,5,7,41
Teresa Benjamin,16,9,43
Mathew Martin,16,4,27
Jasmine Harris,34,10,32
Jennifer Brock,9,7,49
Daniel Martinez,25,3,50
Christian Clark,31,1,61
Tony Monroe,32,1,55
Cindy Barnes,13,8,44
Alisha Larson,12,3,43
Sandra Little,8,6,63
Erik Williams,16,9,44
Vincent Miranda,33,6,37
Gregory Clark,25,8,52
Andrea Leblanc,9,7,59
Christopher Welch,18,8,28
Sarah Smith,14,5,63
Robert Conrad,25,3,62
Jeremy Baldwin,21,4,43
Alexis Parks,14,5,18
Aaron Gomez,4,9,23
Lisa Schneider,14,7,36
Maria Gibson,4,1,28
Kristin Camacho,14,2,40
Matthew Meyers,32,4,64
Jacqueline Moore,34,7,59
Paul Powell,11,1,19
James Delgado,22,5,25
Amber Floyd,16,10,20
Ashley Jones,18,1,40
Brittany Ward,7,1,28
Edwin Gutierrez,31,1,53
Elizabeth Mcgee,18,7,31
Jillian Wilson,17,10,54
Christopher Hodges,40,4,24
Chad Murphy,14,7,21
Alan Mcdonald,8,7,29
Tina Watson,34,7,62
Jeffrey Sherman,31,4,38
Robert Carroll,11,1,58
James Moreno,30,2,64
Monica Sparks,7,6,54
Misty Cooley,17,8,47
Megan Whitehead,16,9,37
Victor Morgan,6,8,48
Meagan Hamilton,32,6,23
Lisa Gonzalez,37,1,30
Elizabeth Bailey,23,9,41
Christopher Reynolds,39,10,62
Kyle Rodriguez,9,1,24
Tammy Clarke,16,10,38
Jessica Ramos,15,4,18
Michelle Estrada,31,8,30
Steven Walsh,21,4,23
Warren Frye,9,1,65
Matthew Adams,5,1,20
Nicole Riggs,37,3,45
Alexander Patton,9,2,51
Roger Garrett,26,6,20
Richard Johnson,5,1,60
Wesley Beltran,1,6,50
Dustin Spence,38,2,26
Melissa Thompson,30,3,64
Nicholas Andrews,6,3,18
Olivia Russell,1,2,19
Jennifer Ford,3,3,54
Stephanie Douglas,21,3,29
Douglas Campbell,28,5,49
Maria Lindsey,18,1,24
Trevor Adkins,33,7,33
Hannah Anderson,2,7,22
Bryan Oliver,17,7,60
Miguel Cooper,13,2,51
William Larson,21,9,26
Jeremy Lee,20,5,27
Laurie Sanders,36,2,36
Joan Duncan,36,7,41
Ryan Benton,12,1,28
Nathaniel Wright,26,4,50
Rachel Patton,31,7,25
Taylor Blackwell,27,10,37
Catherine Jones,16,7,49
Becky Petersen,31,4,55
Deborah Beck,5,5,54
Caitlin Dawson,1,9,32
Cheryl Petersen,9,9,62
Heidi Young,29,1,41
Arthur Schmidt,30,7,55
Tyler Burke,34,1,20
Charles Shelton,34,8,49
Sharon Cook,11,8,28
Lindsey Owens,17,2,59
William Cox,14,5,65
Felicia Anderson,5,2,38
Samantha Simmons,38,7,39
Lindsay Williams,5,4,20
Tonya Chavez,40,1,55
Wanda Lynch,10,3,60
Tina Mcgee,2,5,33
Jim White,23,6,44
Terri Jones,34,7,42
Katherine Bishop,36,4,29
Joshua Wilcox,29,9,49
Cynthia Lee,39,8,45
James Brown,11,7,29
Edward Hall,21,3,39
Tina Price,37,1,24
Jeffery Bennett,19,9,33
Anna Wright,17,10,48
Henry Monroe,40,2,54
Omar Burnett,12,8,18
Jeffrey Tucker,16,6,44
Benjamin Acosta,18,2,45
Jason Kemp,1,8,48
Stanley Price,34,8,62
Thomas Lee,32,7,39
Evan Barnes,32,8,53
Alexis Marquez,5,3,64
Lynn Hill,24,7,28
Joshua Gomez,12,9,30
Debra Carroll,10,2,38
Jacob Diaz,24,2,55
Jennifer Decker,23,3,19
Margaret Williams,21,5,21
Gary Fuentes,24,8,28
Jacob Morgan,23,6,58
Charles Bradley,21,4,34
Bryan Gilbert,27,5,26
Alexandra King,18,4,33
Frank Heath,19,9,33
Donna Moran,14,4,38
Luis Sanford,23,8,23
Tracey Hanna,19,1,64
David Armstrong,34,4,60
Patrick Mcintosh,27,2,23
Jesus Peterson,21,1,20
Zachary Gonzalez,10,5,50
Laurie Robinson,3,6,65
Mark Horn,13,4,34
Courtney Webb,13,2,49
Tina Calderon,37,8,41
Jack Mcclure,11,8,25
Denise Mason,19,3,26
Joyce Cobb,21,5,63
Sherry Holmes,2,6,37
Cody Hill,40,2,29
Kimberly Curry,3,8,32
Oscar Price,10,10,20
Jennifer Parks,4,1,19
Travis Hurley,40,2,30
Gerald Butler,16,8,55
Bryan Lee,33,5,64
Brandon Johnson,12,4,58
Kelsey Lucas,6,8,41
Martin Wood,34,1,44
Margaret Dillon,5,3,18
Christopher Hunter,35,8,38
Kelly Pineda,28,6,48
Kayla French,33,4,29
Jessica Shaffer,16,3,49
Glenn Johnson,13,1,38
Kenneth Sanchez,17,1,38
Joseph Gonzalez,40,8,45
Benjamin Hart,33,9,38
Maria Brown,26,2,23
Susan Wallace,26,4,51
Bradley Elliott,8,8,32
Ashley Singh,37,3,38
Kelly Castaneda,2,8,32
Joseph Jordan,31,4,40
Michelle Sweeney,11,7,39
Rachel Murphy,28,10,32
Gary Austin,34,4,47
Samantha Morales,12,4,53
Jerry Jones,13,4,63
Rita Townsend,19,6,43
Clifford Sanchez,14,6,41
Jason Palmer,10,10,26
Jessica Larsen,23,3,21
Edwin Shaw,8,4,57
Debra Mccormick,16,2,48
Kevin Grant,1,10,52
Hannah West,38,6,55
Edward Young,37,4,47
Tammy Allison,30,6,30
Shelly Trujillo,6,6,35
Michael Coleman,39,2,60
Joshua Klein,4,7,38
Phillip Osborne,2,3,45
Joseph Brown,5,2,20
Elizabeth Stuart,24,4,35
Kathleen Franklin,28,10,24
Jessica Stevens,16,3,60
Kenneth Jackson,27,2,65
Meredith Walker,28,1,41
John Baker,40,5,65
Valerie Mitchell,36,1,18
Jessica Robertson,31,5,33
Daniel Ware,35,9,53
Cynthia Love,18,4,54
Cassandra Anderson,3,8,60
Brent Conner,34,4,39
Mark Anderson,23,7,31
Courtney Mills,6,10,54
Jeffrey Martinez,31,10,47
David Palmer,2,9,38
Hayden Bailey,24,2,22
Matthew Boyer,9,3,55
Emily Knox,32,5,48
Pamela Stewart,24,6,39
Samantha Yang,3,2,44
Teresa Mullins,30,5,55
April Bray,12,4,26
Courtney Ewing,16,6,55
Sarah Yang,3,2,59
Samantha Matthews,2,6,54
Joseph Underwood,20,6,21
Rebecca Oneal,19,7,22
Adam Williams,22,7,31
Thomas Maxwell,27,3,49
Ian Morgan,17,9,36
Debra Anthony,2,5,47
Karen Bond,28,9,34
Emily Webb,3,2,22
Bruce Miller,10,8,41
Heather Anderson,26,4,63
Joseph Bryant,23,5,45
Jared Gonzalez,21,3,52
Amanda Tucker,35,2,46
Courtney Cruz,36,1,61
Franklin Hodge,30,1,48
Bobby Davis,32,7,40
Amanda Chavez,31,6,53
Antonio Burns,11,8,23
Timothy Lane,29,6,22
Nicole Smith,21,7,52
Tara Smith,9,6,61
