Name,Rank,CompanyNumber,Age
James Cruz,5,10,50
Matthew Rodriguez,1,10,56
Mandy Green,10,6,59
Erika Morris,22,6,40
Crystal Morgan,22,1,25
Tim Palmer,21,10,61
Brenda Stevenson,1,1,37
Holly Fuller,15,7,43
Donna Wheeler,34,4,41
Alexis Valdez,29,3,49
Joseph Smith,22,4,39
Paul Oliver,34,8,29
Tracey Velasquez,7,1,25
Patrick Yang,19,6,35
Frank Morris,1,3,46
John King,37,2,65
Charles Anthony,4,7,34
Tyler Mitchell,34,3,39
Darius Blake,40,1,24
Brandy Stephens,23,8,53
Victoria Brooks,35,1,18
Jennifer James,23,5,27
Shelby Smith,31,2,24
Angela Meadows,28,1,60
Kylie Zhang,5,5,47
Becky Baldwin,15,7,53
Lisa White,26,7,61
Rita Miller,30,2,47
Danielle Herrera,1,10,57
Jessica Clark,40,9,57
Patricia Bishop,13,1,40
Wendy Morris,25,10,65
Erica Rodriguez,14,2,32
Tammy Martin,33,9,56
Lisa Fuentes,37,9,59
Christine Nguyen,26,3,45
Keith Sullivan,30,2,23
James Taylor,34,1,44
David Mccarthy,9,5,56
Lisa Johnson,29,6,34
Catherine Lee,7,5,49
Kimberly Kelly,6,7,30
Janet Mcintyre,33,3,60
Michael Craig,7,4,30
Shannon Ross,2,5,44
Angelica Cooper,28,2,57
Lydia Ryan,18,8,43
Kevin Ross,15,8,19
Maria Garrison,35,2,51
Madison Johnson,15,1,40
Jessica Solis,22,5,64
Sabrina Boyd,36,4,58
Jennifer Johnson,34,8,44
William Blair,19,2,18
Nicholas Leonard,24,10,46
Brittany Wong,27,9,46
Sarah Hudson,39,2,31
Stanley Melton,14,10,48
Travis Watkins,13,2,27
Cathy Dudley,12,3,21
Jared Garrett,6,7,59
Vincent Mejia,24,5,57
Kristopher May,35,6,38
Dustin Hart,35,3,52
Andrew Rodriguez,7,10,28
Matthew Goodwin,37,10,59
Lauren Foster,29,4,50
Michael Black,36,3,47
Dennis Giles,32,7,48
Monique Richardson,8,4,18
Paula Roberts,10,6,34
Stephanie Mooney,21,9,45
Kerry Mcclure,10,6,30
Angela Ramos,6,10,34
Suzanne Mcdowell,18,2,47
Alejandro Woods,19,2,29
Michael Huang,6,10,24
Patricia Nichols,31,1,26
Ashley Velez,27,2,58
Tracy Mcdonald,19,1,51
Cynthia Ross,29,8,37
Kyle Jacobs,1,9,32
Jennifer West,9,4,44
Jennifer Berg,21,1,46
Tiffany Flores,24,5,50
Grace Garrett,21,7,32
Shawn Johnson,2,3,25
Richard Howard,6,6,18
Lisa Moore,11,7,23
Gregory Parker,32,5,43
Kelli Warren,31,5,60
Sara Bray,19,1,46
Mackenzie Mathis,39,4,34
Stephanie Sanchez,31,4,27
William Mcclain,11,8,31
Richard Anderson,22,8,31
Sara Bennett,3,4,50
Eric Hudson,33,4,37
Sharon Smith,35,7,18
James Berry,24,1,44
Brandon Miller,34,8,62
James Sanders,29,6,48
Susan Fleming,12,8,55
Patrick Chavez,11,1,61
Douglas Hendrix,35,5,55
Kyle Norman,10,2,44
Sarah Reed,3,1,41
Laura Chen,6,5,47
Paula Burns,24,1,56
Pamela Hill,16,1,65
Frank Taylor,34,10,53
Cheryl Lopez,37,3,64
Randy Walters,15,1,39
Bobby Park,37,9,18
Darryl Griffith,12,5,59
Andrew Flores,20,8,25
Megan Smith,33,6,25
Samuel Baker,39,8,58
Jeff Abbott,12,4,59
Thomas Garcia,20,1,65
Allison Perez,12,8,61
Anthony Johnson,2,7,58
Stephanie Fletcher,37,1,45
Rhonda Harrison,14,7,25
Amy Robinson,20,1,61
Nathan Knapp,30,10,41
Ashley Simpson,12,7,52
William Romero,23,6,27
Victoria Collins,40,3,28
Elizabeth Torres,36,2,63
Heather Simmons,5,5,58
Brittany Johnson,40,4,38
Christopher Phillips,16,3,44
Charles Ortiz,15,9,60
Ariel Davenport,2,7,35
Tammy Miller,2,3,42
Tiffany Wells,27,1,38
Carol Rivera,8,6,49
Monica Simon,16,5,22
Stacie Henson,20,10,53
Mitchell Pacheco,29,10,32
Melanie Warren,33,5,24
Blake Rocha,11,10,20
Jonathan Hayes,11,8,37
Sara Bullock,32,5,28
April Vincent,4,5,37
Destiny Lyons,24,1,34
David Cooper,16,2,47
Albert Bates,20,6,23
Valerie Weaver,21,8,29
Terri Lopez,9,10,32
Rebekah Garza,30,1,53
David Taylor,21,2,21
Nicole Lopez,40,1,20
Holly Moreno,31,7,43
Emily Russell,26,2,22
Karl Fisher,15,3,36
Joseph Ramirez,30,8,47
Michelle Reynolds,3,10,60
Michael Henson,2,6,24
Ryan West,36,8,53
Peter Martinez,3,10,41
Felicia Mclaughlin,25,1,41
Laurie Parks,16,1,27
Joseph Gallagher,16,4,56
Robert Richardson,15,4,42
Haley Cook,32,1,63
Anthony Evans,23,6,23
Thomas Byrd,34,5,64
Karen Benton,8,5,20
Carrie Moody,19,9,41
Nathaniel Chapman,33,3,32
Hannah Ford,18,2,53
William Robertson,35,7,32
Cynthia Mercado,18,6,32
Scott Humphrey,21,1,24
Raymond Mason,15,10,63
Valerie Palmer,7,4,31
Nicholas Wong,18,10,48
Justin Hall,5,5,42
Sarah Gonzalez,24,10,60
Jillian Lewis,23,9,63
Kevin Rangel,37,2,58
Joanna Wood,22,8,19
Jay Davis,10,5,34
Christy Johnson,3,1,20
Mary Bird,33,9,31
Kathleen Rodriguez,20,9,63
Carrie Hernandez,8,6,44
Rebecca Ellis,40,7,56
Timothy Whitehead,15,7,53
Erica Brown,10,10,28
Kimberly Murphy,2,7,19
Willie Rodriguez,21,10,23
Scott Lee,14,5,57
Susan Brown,2,3,43
Joseph Kim,28,10,49
Michael Torres,23,9,55
Christina Sparks,25,7,45
Wendy Thomas,3,7,24
Wayne Lester,39,9,61
Kathleen King,1,2,47
Carlos Hale,40,4,56
Jennifer Stevens,32,10,44
Debra Price,23,9,57
Joseph Juarez,28,6,51
Alexander Smith,16,4,29
Kathy Young,17,7,38
Peter Lutz,20,4,45
Brittney Fox,30,9,36
Troy Rogers,31,9,41
Ashley Hall,19,3,45
Ronald Reilly,28,9,47
Daniel Bates,22,3,32
Andrew Campos,33,2,25
Hannah Robinson,18,8,43
Catherine Harrell,16,7,30
Carol Lowe,26,5,25
Chelsea Rodriguez,10,10,59
Alexis Beasley,7,3,52
Kevin Meadows,19,3,64
Christopher Peck,28,5,63
Miguel Price,27,7,20
Robert Phillips,39,8,48
Jamie May,39,3,32
Eric Williams,32,6,45
April Berry,30,5,28
Regina Sharp,20,4,23
Joshua Shannon,22,3,48
Justin Hall,17,5,55
Jonathan Cooper,13,6,63
Sarah Hamilton,29,7,28
Jonathan Lara,5,7,39
Ashlee Glenn,10,1,36
Regina Fields,38,9,22
Justin Whitaker,13,10,56
Robin Davis,3,8,29
Blake Tapia,29,1,57
Nicholas Marshall,4,1,49
Christina Garcia,37,2,61
Kayla Rodriguez,30,8,34
Aaron Berry,29,5,22
Samuel Ponce,1,10,32
Paul Spence,33,3,47
Sara Lewis,39,7,26
Nicole Martin,25,9,19
Brooke Martinez,14,4,62
Rebekah Dudley,40,3,64
Linda Hutchinson,7,5,18
Garrett Hall,21,2,22
Jerry Carpenter,32,1,29
William Simpson,31,8,37
Catherine Blackburn,8,1,64
Elizabeth Lee,2,1,21
Kim Lee,29,2,49
Brian Baker,32,7,43
Mary Contreras,36,2,55
Michael Marshall,11,10,43
Lori Hughes,37,8,62
Wanda Johnson,32,2,31
Holly Johnson,17,5,26
Jason Barber,29,6,31
David Cantrell,28,7,36
Taylor King,38,4,28
Wayne Gray,25,1,63
Ann Lynch,27,9,46
James Miles,25,4,20
Steven Chavez,37,9,25
Sharon Williams,5,6,42
Erica Thomas,10,8,25
Carlos House,27,4,43
Darrell Byrd,9,5,64
James Ward,26,7,37
Carl Young,26,4,59
Melissa Bell,23,5,24
Laura Mays,9,5,36
Alexander Taylor,20,4,43
David Sanders,5,4,26
Teresa Atkinson,32,6,44
Craig Lawson,35,7,60
Russell Gonzales,1,5,55
Jessica Petersen,8,5,51
Maria Munoz,25,9,37
April Wallace,2,4,19
Renee Baker,25,7,56
Christopher Johnson,3,6,24
Kelly Lee,7,7,48
Katherine Lyons,11,7,48
Paul Gardner,37,9,32
Kenneth Freeman,38,9,56
Kenneth Jackson,32,2,28
Shawn Jackson,6,4,49
David Moran,36,8,64
Michael Brown,16,7,51
Linda Chavez,35,2,20
Jaime Duran,15,2,30
Michael Harrison,1,3,21
Joshua Bush,15,1,42
Justin Hardy,20,5,64
Ashley Ortiz,36,2,27
Stacy Thompson,8,5,65
Derrick Dixon,39,4,53
Robert Vaughn,35,1,58
Melissa Barnes,39,9,47
Cody Castro,10,5,34
Daniel Knox,31,10,22
Judith Mathis,14,4,28
Alexander Roach,6,4,42
Megan Warren,40,8,51
Daniel Sparks,10,8,31
Lauren Leach,23,9,63
Maria Harper,31,3,40
Lisa Cooper,34,7,51
Stephanie Roberts,8,2,27
Catherine Santos,29,1,50
Zachary Jackson,33,6,35
Jennifer Weiss,19,3,61
Emily Petersen,38,6,38
Sandra Salazar,36,10,60
Joseph Mayer,34,3,61
Janice Sparks,14,7,60
Robert Jones,35,2,32
Latasha Lowery,14,4,27
Timothy Pratt,7,6,48
Jill Barnes,37,3,36
Kerri Phillips,12,8,39
Walter Webster,37,6,54
Scott Cordova,2,7,48
Shaun Wade,1,10,64
Eric Taylor,31,7,65
Keith Cruz,34,6,62
Jessica Howard,12,2,28
Douglas Bradford,8,2,23
Philip Reyes,8,3,54
Sharon Wright,33,8,57
Debbie Jones,32,6,41
Melissa Reynolds,26,8,30
Samantha Cardenas,19,7,24
Danielle Rogers,37,10,21
Gina Russell,25,1,32
Katherine Stevens,35,6,23
Derek Jordan,23,3,44
Tamara Jarvis,18,1,51
Diana Payne,35,4,61
Michael Goodman,25,1,24
Bradley Lopez,20,1,65
John Smith,26,9,54
Christina Rosario,30,3,47
Eric Pacheco,39,8,64
Daniel Miller,22,2,37
April Hernandez,34,6,49
Michelle Callahan,18,5,26
Alexander Ray,13,10,29
Gregory Peters,21,9,36
Adrian Kelly,23,8,44
Tiffany Green,27,1,59
Gary Morris,20,3,44
Matthew Harper,39,1,52
Ashley Anderson,39,5,23
Brian Jones,21,4,48
Stacey Ford,39,9,65
Brenda Jackson,14,10,62
Ann Brown,20,6,19
Christina Lopez,2,9,43
Lori Roberson,23,5,43
Michael Ewing,21,1,36
Vanessa Flynn,29,3,47
Erin Wagner,19,8,36
Kyle Warner,10,1,42
Ashley Robbins,8,2,63
Sabrina Jimenez,11,1,62
Emily Walker,13,1,31
Stephanie Allen,17,9,21
Hunter Horton,6,6,33
Chad Olson,33,9,37
Gregory Kennedy,40,9,33
Douglas Morris,9,3,26
Regina Simmons,23,6,18
Stacy Francis,27,6,65
Scott Hall,10,10,31
Summer Sims,13,8,25
Lindsey Bowman,35,7,65
Adam Brown,40,10,24
Tara Blankenship,40,8,52
Richard Vaughan,15,10,55
Robert Logan,32,10,45
Ryan Palmer,38,10,45
Gerald Rogers,6,3,58
Kimberly Warner,37,9,26
Haley Alexander,19,2,60
Elizabeth Hall,39,8,47
Catherine Guerrero,25,5,57
Jennifer Porter,19,5,63
Theresa Carter,22,6,25
Sheri Parker,29,8,57
Julie Castillo,18,10,27
Gabriel Andrews,9,10,54
Doris Vance,19,1,61
Gina Smith,3,1,56
Stephanie Fields,25,5,24
Tiffany Shaw,11,9,57
Samuel Mclean,38,3,44
John Ryan,26,4,31
Kevin Hudson,18,2,18
Joseph Singh,8,5,59
Megan Peterson,15,1,41
Victoria Santiago,6,3,38
Charles Merritt,5,6,52
Stephanie Norris,10,3,22
William Thornton,11,6,37
Elizabeth Smith,3,2,31
Kelly Clark,10,5,41
Jessica Humphrey,6,5,53
Scott Strickland,20,6,59
Lindsay Roberts,29,8,44
Jennifer Espinoza,29,9,64
Adam Costa,6,7,61
Claire Thomas,4,2,30
Nathaniel Manning,30,6,31
Chelsea Green,15,6,49
Shelby Hudson,16,6,63
Albert Rangel,35,1,26
Brandon Brown,13,6,57
Kristen Martin,37,4,18
William Howell,19,9,56
Phillip Frederick,16,3,19
Jennifer Washington,23,10,28
Veronica Miller,27,8,58
Debbie Clements,12,9,26
Carolyn Phillips,31,2,57
Meagan Rivera,35,10,20
Joshua Mcneil,15,3,58
Mallory Avila,22,2,57
Brandi Hernandez,27,9,26
Amanda Morgan,16,7,23
Ian Campbell,35,7,32
Glenn Hughes,6,8,53
Amber Dunlap,1,5,45
Cody Liu,2,9,44
Ariel Olsen,5,3,49
James Cox,23,6,64
Michele Harper,14,10,21
Suzanne Haynes,40,4,47
Mark Smith,22,9,27
Judy Smith,1,8,34
Sandra Bennett,38,10,32
Vanessa Nelson,8,10,42
John Campbell,17,4,47
William Thomas,40,10,39
Lindsey Jones,38,9,54
Thomas Anthony,6,8,33
James Roth,29,2,54
Daniel Clark,22,9,30
Heidi Mccall,8,6,43
Krista Miller,37,2,40
Leah Martinez,31,2,25
Amy Adams,30,9,53
Sydney White,39,4,24
Sarah Miller,20,4,41
Samantha Watson,10,7,23
Lauren Roman,26,4,62
Morgan Lee,20,4,44
William Roberts,27,2,57
Rebecca Parker,39,6,46
John Schmidt,13,9,52
Ariel Dunn,40,4,52
Angel Wilson,38,7,20
Tara Silva,28,3,46
Mackenzie Taylor,18,4,19
Keith Mitchell,5,7,39
Rachael Williams,23,5,48
Donald Martin,20,3,62
Mary Freeman,32,4,34
Lisa Ortega,14,8,52
Eric Mason,34,3,47
Erin Meyer,25,5,23
Nancy Anderson,14,7,47
Samantha Barber,36,1,63
Douglas Hays,6,3,48
Tyrone Myers,33,5,21
Andrea Johnson,16,5,58
Jeffrey Cole,4,3,21
Alyssa Freeman,17,1,19
Susan Willis,11,10,65
Katherine Coleman,13,6,28
Christopher Campos,36,6,27
Sonya Miller,1,9,41
Jenna Paul,7,2,58
Cassandra Hanson,40,6,38
Dale Stevenson,22,3,42
Kurt Brown,26,3,23
Roy Garza,11,1,19
Cynthia Duncan,28,6,41
Jessica Bryant,38,10,61
Stephen Dean,39,6,34
Vanessa Gomez,26,8,38
Laura Livingston,4,8,57
Danielle Flynn,24,3,27
Brad Jacobson,19,1,49
Debbie Knox,4,3,41
Lee Berry,31,10,20
Christina Smith,22,4,54
Steven Collins,33,4,35
David Jackson,25,2,58
Kelly Franco,6,2,51
Robert Cooper,21,7,49
Kimberly Gamble,27,6,52
Brian Lin,34,1,41
Stacey Mejia,21,3,57
Allen Phillips,37,6,54
Aaron Gibbs,7,2,48
Sheila Dennis,27,6,25
Mark Campbell,31,6,25
Edward Mcguire,34,4,18
Robin Doyle,25,2,37
Austin Walton,22,1,18
Samantha Warren,17,8,26
Danny Young,38,7,42
Carl Jarvis,37,5,32
Melinda Johnson,16,3,52
Jennifer Dennis,36,6,27
Lisa Williams,13,4,29
Regina Smith,2,2,22
Thomas Nelson,38,5,62
Diana Carter,5,4,50
Heidi Harrington,39,6,46
Thomas Smith,21,5,44
Sara Brooks,14,8,56
Christopher Gonzalez,28,10,19
Joshua Ramsey,38,2,45
Michele Ramirez,21,1,61
Elizabeth Ray,34,6,65
Brandy Mejia,27,9,42
Kevin Flores,17,6,44
John Ferguson,34,3,25
Kathryn Walker,18,1,20
Joshua Saunders,21,5,33
Lisa Wright,2,9,64
Dustin James,10,5,28
Donna Tucker,35,5,48
Christopher Fuller,30,9,23
Roberto Ramirez,9,6,35
Danielle Johnson,5,9,56
Ashley Hansen,32,6,51
Garrett Baker,2,3,23
Jacob Mclean,12,10,29
Michael Hunter,31,2,39
Philip Ellison,4,1,27
Patrick Smith,8,3,48
Carlos Stevens,21,3,62
Joshua Wolfe,7,10,23
Emily Burch,36,6,29
Katherine Rodriguez,14,7,59
Bethany Jennings,2,10,27
Michael Rodriguez,33,3,26
Kevin Ramirez,26,2,34
Alexis Jones,12,8,61
Yolanda Miller,13,1,20
Heidi Shelton,38,2,40
Timothy Harmon,1,2,33
Julie Williams,20,1,60
Stephanie Murray,27,8,28
Dean Smith,19,2,48
Sergio Gilmore,31,7,44
Glenn Ruiz,38,4,53
Joshua Thomas,34,2,60
Chris Conner,8,1,24
April Hopkins,3,10,64
Victoria Cox,14,9,34
Patricia Blankenship,1,3,37
Todd Jones,13,10,59
Timothy Weaver,25,2,39
Rebecca Ramos,18,4,60
Taylor Barnes,9,6,45
Richard Taylor,15,7,24
Cynthia Rodriguez,28,4,48
Jake Morales,38,8,57
Jon Winters,40,2,33
Seth Smith,7,2,42
James Jones,28,9,39
Thomas Brown,6,9,29
Jeffrey Warren,14,3,63
Patricia Palmer,5,2,33
Christine Wheeler,40,7,18
Dawn Blake,15,3,65
Sherry Hill,11,8,64
Jessica Wilkins,21,7,26
Sean Ross,35,1,63
Stephen West,8,9,43
Mary White,10,2,62
Christopher Jones,34,7,18
Becky Wolfe,27,6,51
Ashley Hamilton,40,8,51
Heather Hoffman,3,7,41
Kelsey Mccarthy,33,2,42
Robert Morris,29,6,48
Steven Martinez,16,10,65
Martha Davis,24,2,19
Joshua Mcpherson,29,7,56
Brandon Hoffman,9,7,52
Michael Cox,32,2,55
Lindsey Ward,37,4,47
Monica Liu,12,7,23
Thomas Ponce,35,7,33
Sherry Jacobs,36,3,30
William Perez,25,10,38
Erik Fischer,28,4,27
Sheila Rice,34,1,52
John Hanna,16,7,33
Christopher Miller,24,1,57
Grace Moss,5,5,39
Michelle Harris,33,8,20
Jennifer Ramirez,14,4,45
Marcus Middleton,6,2,33
Ellen Terry,26,5,40
Jordan Larsen,28,7,61
Jamie Stevenson,35,4,59
Shelby Santos,1,4,44
Jennifer Pugh,2,7,28
Teresa Mason,11,10,42
William Hale,12,4,58
Aaron Morgan,3,7,37
John Strickland,7,5,46
Jeffrey Jones,11,1,41
Denise Barajas,12,1,44
Jennifer Blake,33,9,18
Melissa Blake,36,2,30
Laura White,10,4,58
Charles Smith,7,4,18
Brandon Smith,20,10,63
Brian Schultz,29,7,31
Shaun Brown,7,7,30
Tyler Garcia,40,8,25
Sharon Santiago,33,2,45
Lisa Thomas,35,5,60
Shannon Brown,18,8,41
Julie Cooper,37,5,35
Sara Wong,27,6,19
Joseph Johnson,18,5,40
Stephanie Black,13,9,37
Paul Galloway,39,6,57
Gina King,7,7,28
Brian Russo,15,3,40
Dean Harmon,40,9,60
Lisa Holland,34,3,39
Lawrence Miller,11,6,40
Sarah Figueroa,37,9,20
Jennifer Velazquez,30,10,40
Dana Clark,2,2,62
Janice Gilbert,4,3,61
Jerry Hartman,17,6,47
Natalie Johnson,6,9,46
Sierra Roman,15,10,42
Tammie Jordan,11,1,23
Jessica Mcdaniel,40,5,60
Jeffrey Anthony,38,10,61
Joseph Blanchard,10,7,18
George Riley,18,5,51
Linda Chambers,8,10,42
Jessica White,15,7,19
Ann Griffith,31,4,33
Thomas Houston,10,3,20
Tyler Price,10,2,28
Matthew Stevenson,9,10,54
Patricia Davis,32,2,51
Richard Mitchell,18,5,40
Michael Ward,17,2,30
Mary Smith,6,1,41
Russell Cameron,40,3,48
Nicholas Cowan,31,5,60
Joanna Krueger,36,2,19
Caroline Osborne,22,1,43
Christopher Jones,19,5,64
Kim Ruiz,31,1,51
Jo Sanders,25,7,22
Aaron Rios,10,8,35
George Greene,8,7,25
Shelley Baxter,26,1,28
Michael Guzman,14,5,31
Pamela Long,39,3,30
Adam Douglas,8,1,50
Monica Burns,23,10,33
Derrick Chung,14,4,46
Cheryl Garcia,17,4,41
Kristy Mason,28,7,19
Kendra Smith,6,3,26
Steven Edwards,15,4,39
Brett Russo,37,6,49
Bryan Pineda,23,2,40
Joseph Johnson,17,3,50
Patricia Jones,39,8,19
Nicole Carter,20,1,59
Natalie Church,26,3,49
James Jones,38,5,43
Steven Mclaughlin,10,8,44
Amanda Hernandez,5,6,34
Dennis Bennett,10,7,49
Christopher Stein,1,1,51
Lori Martinez,40,6,31
Michael Hill,16,10,45
Michael Peters,24,1,53
Joseph Thomas,14,2,52
Cheryl Ferguson,24,2,51
David Shepherd,36,2,36
Elizabeth Romero,19,8,62
Deanna Pacheco,10,1,46
Curtis Edwards,35,9,39
Lonnie Bailey,17,8,51
Sarah Davis,31,4,27
Christine Owens,24,6,25
Matthew Caldwell,19,10,24
Dale Morrison,26,9,57
Ryan Harris,22,8,21
Cody Thornton,33,6,32
Lorraine Lewis,1,3,40
Lindsey Cortez,5,3,50
Henry Lopez,2,10,33
Michelle Hill,28,7,46
Taylor Davenport,25,7,32
Candice Gilmore,30,5,52
Brittney Smith,25,4,18
Amy Ochoa,11,8,34
Judith Garcia,31,8,23
Jennifer Shaw,37,6,62
Lisa Fox,5,6,58
Kimberly Mcmillan,2,6,54
Ashley Kennedy,16,7,61
Scott Young,25,1,22
Lisa Wright,25,8,28
Eric Velez,28,2,47
Cassandra Norris,35,2,27
Karina Robinson,12,4,20
Timothy Arnold,3,8,39
Grant Ward,38,7,59
Courtney Ramirez,17,7,21
Sabrina Smith,18,5,44
James Stewart,21,5,43
Erika Bean,18,6,29
Amy Glover,29,6,40
Jason Jones,22,8,28
Elijah Harris,1,7,39
Kyle White,32,3,37
Jody Hart,8,10,55
Renee Phelps,13,9,48
William Rodgers,27,4,21
Michael Richard,12,3,35
Brittany Dawson,10,9,18
Keith White,37,9,59
Christopher Benitez,1,10,55
Scott Jones,38,9,51
Clarence Jacobs,17,10,32
William Krueger,5,5,62
Robert Anderson,30,2,56
Stephanie Grant,11,7,56
Mary Robinson,9,4,23
Adam Henderson,31,1,48
Javier Hall,19,5,56
Jamie Williams,18,7,65
Kimberly Woodard,8,10,50
William Stevenson,15,8,21
Gary Cummings,20,5,48
Ronald Roberts,31,1,61
Eric Hood,34,7,32
Angela Cox,31,1,40
Clinton Page,12,4,47
Alyssa Crawford,33,7,58
Emily Cook,30,10,35
Holly Smith,38,7,42
Natalie Smith,15,1,63
Kimberly Hammond,29,3,33
Vanessa Stevenson,40,1,45
Jennifer Weeks,37,9,61
Regina Black,36,4,28
Teresa Russell,16,7,40
Melanie Fuller,19,10,60
Laurie Medina,38,6,22
Sarah Williams,38,5,31
Traci Mcintosh,16,3,64
George Callahan,20,2,24
John Hicks,28,7,30
Mary Foster,15,7,56
Brenda Scott,11,9,56
Carl Whitehead,12,6,45
Andrew Ramirez,25,8,22
Daniel Ortega,4,3,27
Teresa Chambers,2,2,62
Mark Ramirez,7,8,34
Jamie Garza,3,10,60
Brandon Brennan,32,7,63
Chris Wilson,36,2,27
Tina Daniel,28,9,23
Elizabeth Jones,8,3,55
Michelle Butler,26,3,35
Joseph Booth,26,1,23
Bruce Underwood,32,6,61
Daniel Massey,14,2,26
Jorge Davila,7,1,59
Nicholas Mitchell,22,4,19
Peter Meyer,29,1,31
Adam King,12,2,50
Yolanda Cervantes,24,9,42
Jonathan Williams,29,4,35
Debbie Gonzales,8,4,37
Mark Rogers,5,3,27
David Adams,36,3,57
Michael Murphy,32,3,22
Victoria Orozco,7,9,23
Rachel Dean,17,7,38
Connie Howe,5,8,40
Katherine Ramirez,20,5,44
Alexandria Lutz,17,5,43
Dennis Castillo,33,5,19
Patrick Cisneros,2,2,49
Andrew Rodriguez,38,2,22
Brian Humphrey,24,9,34
