Name,Rank,CompanyNumber,Age
Andrew Jordan,13,4,65
Jeffrey Dyer,2,5,61
David Mccoy,19,2,50
Stephanie Salas,23,10,37
John Lee,11,8,33
Maria Hayes,31,6,19
Roy Hartman,28,2,24
Cheryl Hopkins,38,5,24
Roger Spears,2,7,49
Jennifer Perez,40,5,34
Rebecca Jacobs,10,10,57
Timothy Nelson,21,8,59
Shirley Jones,19,10,53
Heidi Lin,39,7,56
Virginia Lambert,15,10,42
Megan Galvan,12,6,37
Christopher Ford,6,6,33
Stephen Young,24,10,39
Chris Davis,40,1,51
Daniel Hart,19,3,43
Donna Mendoza,20,2,46
Christina Wilson,2,8,61
Brian Parker,37,4,42
Kevin Young,14,5,37
Jeremy Sims,20,10,41
Morgan Gonzalez,17,10,28
Paul Jackson,27,7,42
Savannah Miller,26,1,63
Christopher Fleming,14,6,41
Luke Hernandez,19,3,55
David Walsh,2,6,25
Brent Wiley,1,9,65
Brad Peterson,24,7,58
Ivan Mack,3,9,60
Dustin Small,18,6,37
Jennifer Clark,15,4,43
Eric Bishop,40,3,45
Julia Skinner,39,5,31
Sherry Thompson,26,9,22
Ashley Serrano,40,2,62
Todd Williams,25,5,26
John Williams,34,10,37
Alex Ramirez,34,4,61
Elizabeth Wall,15,9,28
Julie Richards,30,4,18
Kristen Crane,27,4,50
Faith Williams,30,1,65
Michael Gilbert,6,1,55
Adam Edwards,17,5,59
Olivia Lucas,28,6,44
Dawn Ortega,27,7,46
Scott Bennett,1,8,46
Penny Frank,9,9,29
Natasha Smith,38,4,53
Roberta Gordon,11,7,54
Brittany Stevenson,38,9,51
Robert Melendez,13,9,22
Austin Fox,6,6,36
Christopher Thompson,36,5,24
William Martinez,33,7,20
Katie Michael,29,3,31
Matthew Becker,27,9,31
Joel Simmons,14,3,22
Andrew Barnes,24,10,30
Laura Whitaker,30,4,39
Michael Lamb,24,2,38
Matthew Peters,11,5,38
Christopher Munoz,9,8,54
Crystal Rodriguez,4,2,54
Jamie Blevins,2,2,25
Lauren Harris,36,4,47
Paul Rivera,29,8,48
Kelly Smith,3,8,50
Gary Fisher,6,10,22
Mark Wallace,24,6,63
Johnathan Morris,16,7,33
Richard Bradley,10,1,29
Edwin Cook,19,5,43
Emily Diaz,2,5,51
Cole Hamilton,20,5,46
John Gordon,27,4,22
Janet Kennedy,14,5,36
Anthony Fisher,16,5,56
Rachel Jones,18,1,46
Ashley Allen,6,2,20
Sandra Anthony,15,6,21
Amy Hines,19,6,40
Marc Murphy,31,7,22
Mary Thomas,20,1,40
Carlos Hayes,8,4,53
Wendy Webb,40,10,20
Andrea Harris,11,8,47
Peter Bailey,4,6,36
Vanessa Hardy,17,9,36
Daniel Moore,18,9,45
Larry Joseph,40,9,24
William Brown,29,8,56
Amanda Martin,15,2,34
John Smith,40,7,65
Deborah Williams,36,8,47
Jacob Walker,34,2,63
Amanda Wood,40,2,33
Timothy Schmidt,24,7,20
Jacob Hartman,2,6,58
Tyler Hayes,6,9,37
Brandi Raymond,37,10,36
Jacqueline Stevens,21,8,57
Virginia Meza,31,6,50
Danielle Gray,39,3,33
Emily Short,25,9,60
Douglas Copeland,9,2,62
Jessica Johnson,9,2,38
Daniel Hunter,3,3,44
Paula Evans,20,4,28
Jennifer Jones,1,6,50
Heather Davis,26,9,60
Cindy Hamilton,15,2,51
Robert Johnson,18,9,25
Ashley Carter,12,7,38
Maria Ortiz,18,8,52
Michael Aguilar,10,10,27
John Taylor,26,4,65
Barbara Sanders,9,4,22
Kevin Mullins,37,1,44
Jeffrey Rodriguez,2,9,51
Manuel Hull,8,9,44
Diana Ortiz,35,2,19
Catherine Campos,25,5,43
David Gill,24,6,42
Billy Shaw,24,4,55
Nancy Leblanc,2,1,35
Alexis Mercer,16,2,63
Travis Richardson,37,7,43
Allison Watson,36,5,64
James Rich,2,8,22
Jamie Allen,35,3,64
Jack Johnson,10,6,32
Christopher Anderson,33,8,43
Bryan Rodriguez,3,4,60
Mary Smith,34,3,58
Douglas Taylor,34,5,47
Mario Quinn,29,4,57
Devin Castro,29,6,18
Elizabeth Parker,9,7,46
Anthony Jordan,39,3,57
Ariel Davies,18,4,37
Joseph Reid,16,5,50
Curtis Buckley,10,5,43
Holly Rivera,21,3,46
Gregory Frazier,21,4,28
William Moore,6,2,20
Teresa Martinez,29,2,52
Kimberly Johnson,30,7,44
Patricia Pierce,10,10,36
Nicole Garrett,16,7,29
Sandra Dixon,31,7,24
David Smith,25,8,64
Holly Pennington,31,3,23
Calvin Graham,40,5,57
Megan Woods,11,8,28
Ronald Underwood,35,5,49
Michael Ball,5,3,45
James Molina,40,9,47
Kimberly Robertson,8,8,40
Courtney Mcpherson,5,8,46
Christian Holden,17,7,36
Kimberly Young,3,4,58
Donna Miller,32,6,25
Michael Murray,24,1,50
Krystal Luna,30,3,40
Melissa Hill,12,2,29
Bruce Evans,15,10,56
Janice Black,19,7,59
Melissa Hill,18,1,44
Sarah Howard,4,6,21
Brett Collins,34,1,59
Steve Walker,37,7,48
Brent Summers,1,10,30
David Carroll,1,1,29
Madison Anderson,32,8,37
Eric Smith,20,9,28
Christy Lopez,2,5,21
Samantha Callahan,4,9,34
Johnathan Hamilton,15,5,18
Janet Brown,20,1,21
Brian Martinez,27,6,39
Ryan Harding,25,4,34
Aimee Velez,23,8,40
Laura Cannon,29,1,65
Daniel Hernandez,16,6,37
William Pace,5,2,60
David Harrell,6,3,39
Charles Mckinney,30,2,62
Alexandra Williams,28,9,60
Steve Graham,21,10,26
Timothy Lamb,39,7,47
Miranda Pruitt,8,4,22
Lisa Rogers,15,4,53
Sally Simmons,21,3,37
Christopher Smith,20,6,29
Crystal Morales,27,7,33
Paul Lee,19,9,48
Hunter Bradley,7,5,21
William Bradford,28,1,53
Sally Davis,40,8,42
Katherine Blair,21,9,44
Brandi Church,21,1,63
Brenda Mack,25,4,22
Richard Carpenter,31,3,59
Robert Osborne,9,3,39
Tiffany Wells,23,10,33
Bruce Boone,27,9,65
Victoria Frederick,35,4,39
Carol Hamilton,6,1,49
Steve Kennedy,10,3,22
Christopher Gross,20,2,26
Logan Miller,26,3,34
Wendy Matthews,28,4,21
Tracy Ayers,27,3,55
Lisa Day,20,3,56
William Campbell,16,4,63
Carrie Colon,37,10,32
Jason Humphrey,29,7,22
Natalie Phillips,22,8,48
Isaac Taylor,27,9,62
David Jordan,16,4,45
Geoffrey Davidson,29,3,50
John Pennington,13,4,45
William Kent,5,10,38
Jennifer Becker,10,7,28
James Thornton,24,1,39
Christian Pierce,32,2,27
Christine Jones,40,2,45
Susan Chandler,8,5,32
Laura Alvarez,27,4,42
Kimberly Mitchell,38,9,56
Timothy Greene,12,4,54
Jennifer Gutierrez,6,10,32
Tammy Flowers,28,6,57
Michael Matthews,40,2,25
Jade Hopkins,14,4,19
Matthew Armstrong,40,1,38
Victoria Tran,27,7,20
Willie Ramirez,16,8,21
Paul Jenkins,28,1,51
Anna James,23,8,58
John Tran,5,1,22
Jake Hill,26,6,59
Sara Martin,20,1,18
Rhonda Curry,18,2,35
Rebecca Powell,30,2,50
Hector Johnson,25,1,24
Matthew Perez,33,4,46
Erin Johnson,26,1,26
Andrew Butler,37,3,48
Mark Brooks,18,9,37
Scott Rodriguez,19,6,53
Nathan Ward,25,7,61
Crystal Gray,21,3,20
Amber Ruiz,40,5,60
William Bryant,16,8,26
Denise Walker,6,9,18
Shawn Hawkins,13,5,26
Ashley Hart,34,2,54
Joyce Jackson,3,1,37
Jason Wilson,18,1,49
Ronald Shields,19,9,43
Melanie Roberts,38,2,33
Vanessa Hatfield,27,5,63
Thomas Fernandez,15,4,57
Colleen Davis,1,1,34
Kevin Stevens,24,6,30
Charles Hayes,18,10,42
Anne Nelson,24,7,43
Christine Santiago,5,4,40
Samuel Sanchez,17,6,63
Travis Cooke,4,1,48
Troy Spencer,12,8,38
Dennis Miller,34,8,44
Gordon Bell,35,1,50
Donna Howard,33,1,47
Nicholas Taylor,1,10,63
John Kim,33,6,19
Jason Ware,25,8,25
Lindsay Bautista,16,4,41
Heather Glenn,7,7,53
Dennis Thomas,3,10,21
Brandon Cooper,13,4,22
Chad Olson,25,5,29
Ashley Arnold,32,8,28
Evelyn Harris,14,8,61
Travis Miller,16,4,21
Rachel Wallace,3,3,29
David Chavez,22,9,34
Rebecca Long,7,3,57
Wendy Carter,29,8,31
Destiny Parker,20,5,33
Jimmy Burton,29,3,44
Robert Hernandez,10,3,50
Jesse Daniels,6,1,65
Joshua Davis,17,1,57
Rebecca Warren,37,5,29
Thomas Sanders,1,9,26
Robin Fox,28,7,24
Seth Elliott,38,6,49
Rebecca Rose,20,7,38
Ashley Foster,39,3,23
Noah Alvarez,24,5,65
Kimberly Rodriguez,25,4,48
Carol Dickson,18,7,31
Joshua Johnson,7,9,37
Adrian West,38,6,37
Tiffany Davis,21,9,42
Joseph Williams,10,8,37
Tiffany Pratt,1,2,43
Jennifer Martin,22,4,60
Brandon Rodriguez,19,1,38
Tammy Reyes,6,7,38
Phyllis Bush,11,8,47
Kyle Dudley,32,9,40
Eric Bartlett,15,8,32
Nathaniel Pena,11,4,33
Frederick Lucas,38,5,51
Michael Adams,18,6,29
Kaitlyn Brown,16,6,44
Michael Brown,12,10,61
Paul King,10,9,38
Gwendolyn Jackson,4,4,33
Kara Young,18,4,32
Kyle Rocha,7,10,55
Drew Roy,32,8,20
Christina Michael,6,7,20
Jennifer Gonzalez,14,6,19
Amber Coffey,14,6,46
Julie Hamilton,36,9,24
Scott Leonard,14,8,34
Brian Jones,38,9,58
Kyle Park,23,10,55
Eric David,10,4,31
Joseph Gordon,14,6,29
Michael Rhodes,36,3,18
Christine Williams,18,10,55
David Smith,29,9,27
Lindsey Brock,29,8,64
Adam Love,1,6,27
Laura Harvey,10,7,63
Sydney Lynch,39,2,31
Michelle Carter,29,8,23
Erica Gibbs,31,8,19
Mary Mason,27,5,42
Felicia Padilla,36,3,20
Timothy Walker,16,10,49
Alicia Pugh,28,1,56
Danielle Johnson,2,7,38
Todd Collins,35,9,47
Samuel Maynard,20,8,24
Chad Miller,35,5,37
Elizabeth Wallace,34,8,36
Matthew Porter,10,6,43
Amy Reed,6,4,22
Kathryn Love,22,9,43
Jennifer Sosa,19,5,61
Brandi Brooks,32,6,46
Chad Mcdonald,6,3,48
Heather Reed,16,4,29
Cody Baird,7,4,56
David Rodriguez,40,2,18
Eric Melton,26,3,30
Lisa Jones,9,6,27
Kayla Vazquez,26,1,55
Tonya Lewis,2,1,37
Jennifer Vincent,10,4,65
Stephanie Scott,38,9,52
Joseph Harding,25,3,58
Richard Nolan,24,6,37
Mallory Osborn,20,7,56
Lauren Gonzalez,19,7,52
Pamela Carter,20,5,64
Angela Martin,38,6,30
Emily Morris,24,7,20
Melanie Perez,29,2,40
Katelyn Henderson,20,2,46
Garrett Davis,33,4,24
Shawn Thompson,5,1,60
Sarah Eaton,29,3,63
David Sims,38,1,43
Robert Graham,37,9,24
Jared Michael,18,8,18
Lauren Thomas,35,3,30
Jason Soto,9,7,64
Robin Juarez,37,7,32
Leslie Snyder,23,10,25
Bryan Green,12,8,59
Aaron Clark,3,1,45
Victoria Spencer,30,10,40
Sarah Turner,12,3,37
Michelle Pierce,19,5,28
Alexander Baker,9,10,52
Jason Lopez,31,9,60
Veronica Davis,20,3,46
David Hicks,17,2,59
Tamara Cole,14,9,19
Christopher Jackson,24,7,39
Monica Chambers,30,8,34
Andre Thomas,8,3,25
Daniel Clark,2,8,52
Cheryl Morales,8,7,41
Frank Mcgrath,10,8,48
Ronald Duncan,39,4,51
Jon Williams,4,6,65
Heidi Estrada,1,10,49
Trevor Johnson,16,2,44
Jodi Mcconnell,38,9,38
Julie Solis,14,2,39
Natasha Osborne,34,1,21
Ronald Johnson,33,7,29
Andrew Morse,36,1,63
Brittany Park,39,6,53
Rebecca Collins,34,8,20
Danny Martin,12,1,18
Troy Walls,9,1,53
Sabrina Kelly,33,7,20
Jeffrey Golden,24,9,58
Sarah Ponce,30,2,59
Scott Gallegos,23,2,54
Noah Ballard,3,8,62
Sandra Graves,29,6,60
Brandon Ellis,1,2,27
Amanda Jenkins,2,3,21
Caitlin Lee,5,5,34
Gregory Harris,29,7,22
Lauren Gutierrez,11,3,37
Chad Ferguson,39,9,42
Monica Bowen,31,5,52
Andrew Davis,34,3,48
Larry Lee,34,9,34
William Bush,5,7,43
Dennis Reid,9,2,39
Andrew Hernandez,4,3,33
Chad Taylor,6,6,30
Amanda Rodriguez,8,6,21
Susan Lambert,9,1,49
Jennifer Diaz,23,4,45
Cassandra Gray,30,7,50
Danielle Gomez,12,6,41
Samantha Roberts,8,9,52
Brian Allen,14,7,64
Samantha Morales,11,5,64
Stephanie Roberts,39,3,56
Rachel Wiley,5,9,65
William Bowen,32,7,60
Frank Baker,8,8,37
Elizabeth Morris,33,4,28
Gina Johnson,9,1,40
Joseph Olson,1,1,54
Jason Watson,3,9,21
Jordan Leonard,40,6,40
Jason Miller,5,6,59
Olivia Williams,31,9,59
Brian Travis,33,9,35
Donna Jefferson,10,5,40
Claire Levine,38,1,43
Kristen Jones,26,1,38
Christopher Jimenez,31,5,53
Andrea Gibson,20,9,30
Sharon Mcgee,24,9,58
Wendy Patterson,3,1,29
Jeffrey Harvey,9,5,41
Donald Rodriguez,8,9,52
Troy Warner,29,7,26
Christina Stafford,21,9,33
Michael Elliott,28,4,63
Brian Brown,37,7,30
Elizabeth Gilmore,37,7,57
Annette Parker,23,7,36
Natalie Delacruz,1,6,18
Sarah Morales,24,2,21
Jaclyn Coleman,7,6,34
Shannon Blankenship,38,3,58
Tommy Stevens,21,9,49
Tiffany Snyder,24,3,38
William Whitaker,21,1,46
Joshua Hanson,14,1,40
Kenneth Johnson,21,10,22
Jonathan Nichols,33,1,46
Norman Lewis,18,7,29
Kaylee Barrera,9,6,55
Kara Reyes,26,10,24
Curtis Davis,24,10,26
Janet Smith,38,6,35
Debra Nelson,33,2,54
Christopher Fernandez,25,7,65
Amanda Smith,24,4,32
Robert Ellis,37,6,48
Ryan Martinez,26,6,30
Michael Leblanc,5,4,24
Robert Murray,4,10,64
Susan Fry,39,7,65
Derrick Rojas,30,6,59
Rebecca Foley,12,6,26
Francisco Raymond,39,9,20
Kenneth Nelson,39,10,18
Mary Cordova,40,10,28
Derrick Tyler,22,2,59
Chelsea Baldwin,23,4,34
Timothy Webb,38,2,59
Nicholas Richards,25,8,39
Christopher Nunez,9,3,37
Holly Le,12,8,33
Jennifer Brown,13,8,62
Robert Oconnor,31,6,61
Michael Smith,17,8,20
Scott Johnson,3,8,29
James Bishop,1,10,35
Jill Osborne,27,7,39
Darren Martinez,7,5,62
Aaron Long,18,6,56
Angela Walls,32,3,45
Melanie Bowers,37,2,58
Shawn Mendez,30,9,25
Ryan Gordon,21,10,20
Lisa Trevino,35,9,44
Samuel Grant,23,3,38
Kyle Garner,26,6,33
Jessica Hernandez,8,3,29
Gregory Brown,15,7,33
Jon Black,37,4,57
Mark Vincent,15,10,20
Robert Joseph,3,2,28
David Palmer,21,5,22
Vanessa Burke,28,3,63
Robin Ward,1,4,20
Jennifer Gilmore,38,2,38
Allison Carter,8,10,58
Cynthia Jones,36,1,58
Jacob Werner,9,9,64
David Horton,39,4,46
Nathan Strong,10,5,61
Jennifer Gross,8,10,60
Karen Garrett,19,7,47
Brian Williams,24,6,32
David Perez,6,4,41
James Perry,17,1,61
Kathleen Lewis,17,8,53
Kara Baker,35,10,30
Tammy Williams,36,8,20
Adam Ortega,11,6,39
Scott Shelton,20,9,50
Christine Duran,7,7,49
Brian Wyatt,5,4,62
Kathryn Miller,30,10,58
Jeffrey Curtis,28,8,22
Michael Sanchez,28,7,29
Emily Jackson,19,3,45
Zachary Hudson,20,9,61
Morgan Gonzalez,32,6,22
Amanda Ayers,40,10,49
Justin Hill,35,1,35
Daniel Cross,9,4,46
Christian Mcclure,2,1,33
Brandon Richards,37,8,49
Diana Garcia,10,2,49
Mark Wright,7,4,39
John Ochoa,12,5,47
Christine Austin,8,7,63
Clayton Lopez,12,7,26
Isaiah Haas,27,7,40
Barry Green,22,9,64
Stephanie Santos,17,6,27
Nicole Preston,16,5,63
Sara Sosa,1,4,30
Julia Thompson,20,9,63
Jessica Reynolds,4,5,65
Michael Davis,34,2,22
Ricardo Martinez,25,5,48
Amy White,23,5,61
Brian Nelson,26,6,21
Amanda Lindsey,2,9,54
Margaret Walker,10,9,45
Zachary Burgess,21,4,48
Melinda Young,5,10,60
George Hall,15,8,61
Cameron Garcia,9,1,33
Latoya Figueroa,18,10,55
Matthew Moore,37,2,44
Richard Weeks,27,3,21
Renee White,2,10,36
Lisa Vasquez,6,7,36
Desiree Baker,39,2,57
Suzanne Jones,9,7,58
Andrew Ford,9,9,43
Gary Brown,23,7,40
Crystal Morgan,9,8,46
Joshua Newton,36,2,34
Brian Owens,19,1,63
Stephanie Green,25,9,23
Ashley Nelson,37,6,44
Christopher Francis,32,7,65
Michael Porter,36,5,57
Luis Schwartz,12,3,21
Jillian Mills,5,1,22
Russell Thomas,14,1,62
Jose Jimenez,30,4,59
Shannon Brown,9,6,38
Jessica Melendez,10,4,53
Kevin Wang,29,7,53
Justin Johnston,31,10,51
Dale Green,38,1,65
Destiny White,15,5,38
Steven Porter,33,2,49
Jonathan Johnston,17,2,54
Douglas Mayer,18,2,40
Rebecca Mcdaniel,13,10,55
Harry Hernandez,7,1,40
Heidi Zhang,9,3,38
Jessica Cervantes,15,1,29
Steve Williams,14,5,42
Nancy Villa,40,9,52
Heather Phillips,9,5,24
Cody Haas,18,2,54
William Burns,38,8,28
Christina Mcdonald,5,7,41
Mariah Castillo,16,2,44
Katie Merritt,10,3,49
Caroline Elliott,33,4,37
Brett Hernandez,4,2,61
Sarah Miller,19,3,30
Mary Pham,27,7,21
Jacqueline Rodriguez,30,2,63
Philip Howe,3,10,39
Jeffrey Mccoy,19,10,47
Brian Smith,7,2,30
Robert Lester,16,2,20
Robert Odom,21,1,21
Shaun Knight,33,6,43
Andrea Logan,24,1,47
Morgan King,7,5,36
Jennifer Patterson,16,6,41
Kylie Martin,28,3,20
Jennifer Mccormick,35,1,28
Angelica Bailey,25,7,59
Daniel Wood,11,4,23
Michael Powell,31,8,44
Christine Haas,13,4,35
John Allen,25,5,39
Nicole Clay,38,5,62
Lauren Newman,37,8,41
Sandra Bennett,39,6,57
Dennis Coleman,3,1,25
Carol Swanson,28,2,37
Sheryl Gomez,15,8,32
Tracey Goodwin,10,2,39
Jeremy Mcgrath,13,4,49
Angela Adams,31,7,33
Scott Rollins,12,1,61
Carly Perez,17,1,29
Juan Alexander,29,1,52
Jeffery Lloyd,2,7,55
Katie Riddle,26,5,61
Brian Macias,39,4,51
Vanessa Wood,13,9,62
Nicole Pierce,9,2,56
Curtis Snyder,12,2,48
Matthew Rodriguez,18,6,32
Alexander White,38,8,39
Bradley Miller,7,7,60
Ruben Hunter,39,2,56
David Miller,25,5,41
Thomas Frank,7,6,19
Christie Bell,29,6,56
Francisco Keller,27,8,51
Susan Schneider,21,3,45
Linda Burns,2,2,19
Kelsey Howard,19,8,32
Bethany Thomas,32,7,27
Karina Jones,2,4,28
Heather Mendoza,33,1,61
Peter Brown,9,7,64
Carmen Ross,10,8,21
Bryan Campbell,6,3,42
Kevin Ramirez,33,5,52
Angela Stanley,3,8,48
David Jones,15,6,56
Anthony Cruz,17,6,44
Tammy Martin,14,3,44
Michelle Carter,2,1,18
Frances Miller,10,3,58
James Palmer,30,4,31
Shelby Taylor,40,6,34
Erika Williams,17,8,54
Rebecca Peters,33,2,64
Nicole Griffin,2,7,49
Michele Murray,8,9,50
David Guzman,37,2,53
Tina Perez,12,6,63
Jennifer Bell,6,10,35
Robert Jones,40,4,65
Jennifer Lopez,1,9,24
David Lambert,38,4,23
Sandra Benitez,22,6,45
Derek Hester,34,5,58
Katrina Osborne,31,6,20
Katrina Mitchell,12,1,44
Amanda Robinson,9,5,43
Sara Jackson,12,10,63
Rebecca Schultz,7,9,53
Sarah Brown,16,6,22
Eric Smith,14,9,19
Daniel Keller,11,2,45
Katrina Ellis,32,10,18
Tammy Ali,26,7,40
Angela Russell,13,3,61
Mark Grant,12,8,44
Holly Munoz,28,10,63
Stephen Green,19,9,43
Shaun Good,27,7,33
Eric Chavez,33,9,46
Nicole Jacobs,9,5,22
Kimberly Schmidt,40,6,55
Catherine Clark,19,1,64
Spencer Gordon,28,10,18
Eric Juarez,15,4,41
Morgan Young,8,6,34
Karen Hinton,33,9,18
Gabrielle Glass,32,3,63
Lisa Parrish,30,5,20
Maria Mills,26,7,30
Michelle Silva,33,2,50
Rodney Harrington,23,2,46
Sarah Espinoza,4,4,24
Robert Baird,22,8,33
Rebekah Adams,14,9,42
Laurie Peters,11,9,48
Amy Kerr,12,9,62
Andrew Gutierrez,6,5,29
Natalie Mclaughlin,7,10,41
Kristin Norton,28,6,61
Stephen Lewis,20,6,48
Phyllis Luna,26,9,37
Mark Robertson,35,10,38
Stacey Gilmore,11,3,38
Madison Riley,36,4,36
Nicolas Schmitt,26,6,49
Steven Hull,25,6,23
Thomas Hawkins,26,7,44
Carly Martinez,20,3,44
Kylie Sanders,31,6,21
Michael Perez,38,4,37
Kyle Love,20,7,33
Allison Lynn,37,5,60
Melissa Johnson,5,8,43
Christine Todd,22,8,35
Joshua Rhodes,18,7,62
Mike Peterson,25,2,36
Jay Norris,21,3,27
Kyle Wright,7,7,22
Virginia Moore,16,8,45
Mary Lynch,16,4,24
Sarah Ramirez,4,6,52
Lucas Price,29,8,46
Gregory Roberts,2,4,54
Ronald Barber,19,8,22
Sarah Keith,24,3,21
Debbie Rivera,34,3,52
Spencer Small,5,3,46
Deborah Oconnell,34,5,47
Robert White,40,10,25
Brittany Herrera,34,9,57
Ashley Conley,32,5,27
Alexandra Lambert,37,2,20
Lauren Graham,23,4,45
Amanda Taylor,24,4,28
Kevin Garcia,16,10,39
Brian Williams,23,10,34
Grace Santiago,38,10,61
Laura Duke,3,10,62
Michael Johnson,30,10,53
Darryl Smith,36,2,22
Louis West,13,5,18
Timothy Watson,8,10,41
Susan Mcclain,17,7,45
Leah Mcdaniel,37,2,65
Edward Garrett,35,2,32
John Lee,22,4,32
Howard Jackson,37,3,62
Bonnie Price,21,4,58
Brenda Perry,9,3,55
Lauren Trujillo,12,8,49
Brian Ramsey,30,2,58
Jonathan Smith,30,2,63
Lisa Hunt,14,2,37
Elizabeth Cherry,1,2,22
David Marsh,20,9,59
Alec Oconnor,34,4,27
Willie Jackson,37,3,62
Timothy Carter,13,3,29
Ashley Kemp,18,10,49
Destiny Kennedy,11,4,22
Jessica Robinson,40,4,50
Anna Estrada,29,7,57
Teresa Moon,17,3,58
Jon Jones,33,4,59
Bradley Jones,5,7,27
Nicholas Mitchell,40,7,23
Kimberly Butler,10,4,64
Phillip Wilson,21,5,63
Colin Owens,40,10,62
Thomas Harris,24,10,49
Karen Love,19,8,61
Anna Smith,38,3,51
Arthur Calderon,3,4,57
Raymond Porter,36,5,49
Stephanie Ortiz,33,5,65
Katherine Keller,37,3,63
Susan Ballard,9,9,63
Angela Peterson,4,4,18
Melissa Brown,36,5,58
Michael Burns,26,5,27
Philip Griffin,36,3,26
Jennifer Stephens,35,4,62
Michael Jones,37,3,29
James Ramirez,18,6,58
Sheila Williamson,39,5,50
Amy Pierce,19,2,48
Raymond Williams,27,10,41
Shelby Garrett,5,5,26
David Gates,23,8,39
Sara Ward,8,1,24
Tamara Sanchez,19,8,31
Emily Johnson,18,1,24
Christina Rodriguez,9,3,58
Gabriel Mccormick,17,10,35
Ryan Villarreal,30,9,47
Brianna Salinas,37,9,35
Holly Spence,27,10,65
David Scott,6,3,45
Dana Fowler,22,3,34
Danielle Oconnell,9,9,51
Samantha Chambers,17,6,37
Donald Coleman,32,3,20
Kevin Williams,16,5,30
Susan Hernandez,25,9,43
Brandon Rodgers,15,6,28
Stacie Freeman,19,1,55
Melissa Ferrell,27,3,63
Ashley Quinn,29,8,53
Ashley Figueroa,14,3,35
Eric Adams,13,10,58
Reginald Howard,35,4,18
Michele Phillips,24,5,24
Tammy Moreno,20,9,51
Richard Harrison,12,4,56
James Carter,30,4,27
Deanna Smith,15,8,29
Carrie Young,34,6,35
Michelle Brown,40,1,41
Lindsay Taylor,22,8,39
Nicole Rose,35,1,22
Jeffrey Johnson,34,3,34
Angela Tanner,20,1,37
Tamara Frye,22,10,58
Elizabeth Colon,28,3,55
Justin Mayo,40,1,29
Julie Smith,37,5,49
Rebecca James,7,1,46
Daniel Rice,35,8,58
