Name,Rank,CompanyNumber,Age
Thomas King,3,10,43
Christian Bishop,19,3,63
Jay Hobbs,28,6,38
Kelly Riley,11,5,57
Gabriela Arias,30,9,30
Jennifer Johnson,25,3,57
Joseph Faulkner,30,8,48
Anne White,29,8,18
Wesley Mora,12,2,44
Ryan Patrick,19,8,23
Lydia Orozco,2,9,36
Lisa Thompson,10,9,35
Brandon Kelley,30,9,54
Teresa Atkins,9,9,60
Crystal Thomas,3,4,34
Eric Bailey,19,8,56
Robert Miller,23,9,26
Mason Watkins,34,2,27
Dawn Bradley,40,9,33
Holly Harper,16,9,49
Amy Manning,32,6,53
John Smith,25,10,54
Christopher Lam,12,7,63
Angela Stephens,5,9,38
Lindsey Vaughn,22,6,56
George Holden,31,3,35
Amanda Rollins,33,1,51
Charles Wagner,1,6,31
Sonya Taylor,26,8,46
Angela Brown,26,3,58
Ashley Wilson,26,7,40
Rebecca Maddox,28,2,32
Edward Young,7,1,31
Kelly Meyer,4,7,35
Randy Martin,18,1,44
Michael Mcdaniel,3,8,57
Wayne Moore,26,6,48
Andrew Allen,29,8,28
Laura Harris,27,3,26
Erika Rodriguez,2,3,48
Rachel Sanders,29,4,57
David Shannon,24,1,19
Adam Hicks,29,1,48
Susan Hall,36,8,24
Michael Graves,8,7,64
Angela Cooley,17,7,18
Makayla Mitchell,11,1,30
Lauren Smith,24,2,52
Regina Cox,39,9,36
Antonio Bell,9,10,28
Edward Wilson,17,3,22
Patrick Jones,20,3,63
Briana Blevins,36,4,24
Pamela Rasmussen,12,10,49
Lori Lowe,15,8,18
Kathryn Bennett,19,2,42
Rebecca Goodwin,33,1,37
Eric Norris,2,3,21
Raymond Byrd,28,4,59
Andrew Bowman,31,3,38
Edward Roberts,28,3,62
Jennifer Glass,32,6,32
Andrew Bell,40,2,37
Erika Mcdonald,23,4,23
Andrea Lawrence,24,5,36
Sherri Smith,16,5,19
Eric Higgins,20,8,49
Matthew White,14,2,44
Angelica Jackson,22,7,37
Troy Lee,14,10,64
George Rodriguez,11,4,51
Tara Watkins,9,1,40
Amber Kennedy,33,7,47
Samantha Herrera,2,3,50
Yvonne Chen,15,10,54
Kevin Greene,18,5,55
Robert Smith,29,5,21
Lori Reynolds,1,8,48
Stacy Parker,30,9,42
Brandon Bright,38,5,59
Ruben Bailey,32,9,34
Andrew Walsh,30,10,20
Andrea Todd,35,8,36
Ryan Gomez,23,10,52
Joshua Camacho,36,9,42
Raven Terry,11,8,34
Christine Mccoy,9,10,46
James Zhang,33,3,42
Brian Jones,36,1,65
Christie Smith,32,6,53
Andrew Stevens,36,4,48
Selena Baker,36,6,46
Pamela Hart,39,9,49
Benjamin Smith,38,5,27
William Williams,2,1,61
James Webb,25,3,35
Kim Fowler,33,8,63
Tracy Cameron,31,3,41
Francis Castro,15,2,50
Jeffrey Boyd,25,6,25
Jeremy Rodriguez,23,6,31
Margaret Dominguez,2,6,57
Ashley White,18,4,52
Kristin Heath,18,6,35
William Simmons,21,1,41
Anna Martin,9,6,60
Kathleen Velasquez,4,8,18
Derrick Moss,27,4,41
Angela Hamilton,2,5,48
Kirk Carney,24,8,27
Douglas Henry,38,2,63
Preston Williams,38,2,33
Natalie Smith,20,10,60
Omar Pitts,25,2,45
Toni Manning,38,9,21
Daniel Brown,29,5,45
Joseph Williams,5,7,30
Nancy Kelly,36,2,55
Patricia Williams,15,7,42
William Morgan,37,5,57
Jacob Moore,18,1,30
Robert Davis,10,10,54
Alyssa Reyes,33,1,37
Robert Davis,17,3,37
Anthony Dunn,29,8,38
Michael Davila,35,9,65
Joshua Bender,17,4,50
Derek Carlson,35,1,32
Daniel Murray,37,4,59
Daniel Colon,10,6,38
Tara Jimenez,33,3,55
Christina Greene,7,3,25
Regina Kelly,6,8,62
Kathy Griffin,29,7,58
Amber Carlson,33,10,65
Jordan Sanders,10,2,37
Jeffrey Liu,21,10,44
Jamie White,37,1,64
Andrea Sharp,11,6,31
Tonya Curtis,6,9,61
Veronica Cantu,13,2,41
Tiffany Mason,4,3,31
Leslie Humphrey,18,1,42
Michael Lewis,25,6,56
Shirley Wilson,9,1,37
Michael Silva,17,10,39
Kristina Lewis,28,9,31
Brandon Thompson,32,3,38
David Medina,32,8,46
Bobby Bruce,38,3,50
Amy Murphy,31,7,57
Heidi Cooper,4,6,35
Thomas Hawkins,9,9,49
Diana Lee,3,2,42
Sarah Johnson,12,3,44
Amanda Singleton,10,1,50
Joseph Marquez,31,2,53
Mary Brown,15,4,55
Daniel Nelson,23,5,40
Jessica Barker,11,8,59
Michael Berg,30,10,21
Jeffery Herrera,10,9,46
Noah Contreras,12,9,51
Timothy Baker,3,6,49
Michelle Stewart,35,9,33
Jennifer Thompson,31,4,49
Richard Summers,39,1,31
Chad Rivera,23,10,52
Brandy Lewis,39,8,31
Devin Cruz,10,10,30
Matthew Murray,21,10,26
Debbie Anderson,30,4,62
Jennifer Davis,10,8,65
Matthew Obrien,38,1,31
Tina Bryant,2,5,36
Stephanie Murphy,10,1,29
Sophia Lee,1,5,56
Brian Smith,13,10,58
Jessica Glover,26,3,23
Tom Garcia,28,3,22
Anthony Mccormick,40,8,44
Derrick Reed,27,1,35
Collin Montgomery,36,7,61
Angelica Harris,31,9,40
Julie Chambers,26,1,36
Jeffrey Long,15,9,33
Sarah Gray,39,9,54
Benjamin Bates,30,5,25
Brooke Wheeler,10,7,40
Douglas Lynch,22,10,32
Alicia Clayton,31,5,45
Anthony Leach,22,10,55
Michele Thomas,25,9,58
Trevor Rogers,38,4,60
Darlene Buck,4,10,38
Patricia Salazar,24,7,52
Christina Anderson,5,5,59
Christina Howard,37,5,38
Sarah Jackson,28,8,61
James Aguilar,14,4,51
Kevin Morris,22,8,26
Jeffrey Brown,17,6,36
James Johnson,6,10,47
Angela Martin,38,8,34
Rachel Avila,36,9,25
Jamie Stewart,34,10,37
Thomas Bowen,34,1,51
Joshua Bishop,14,1,45
Brendan Sanchez,16,7,20
Ernest Brooks,39,9,54
Jonathan Rios,10,3,32
Laurie Hayes,30,9,34
Jenny Lane,31,10,23
Shane Thornton,10,7,59
Lindsay Dixon,30,2,63
Edward Barber,28,2,49
Jamie Mahoney,23,6,58
Ashley Bryant,17,8,41
John Dean,17,2,56
Patrick Jennings,12,3,18
Michele Nichols,21,4,22
Carla Hart,30,1,46
Chelsea Nolan,15,8,32
Fernando Jackson,15,10,53
Melissa Scott,36,8,21
Daniel Parsons,30,5,64
Joyce Moore,22,5,52
Jeffrey Hamilton,34,4,38
Matthew Valenzuela,5,6,63
James Holland,37,9,20
James Craig,15,5,63
Abigail Tucker,2,8,40
Jennifer Lane,2,3,43
April Woods,36,2,53
Linda Zhang,1,8,22
Mark Hernandez,24,9,65
Chad Watts,4,7,64
Joseph Williams,25,5,31
Stacey Burns,13,5,31
Anthony Harris,29,3,47
Mary Myers,34,1,49
Tina Peck,2,4,63
Hannah Mcgee,24,1,33
Chad White,39,2,65
Kristy French,26,1,44
John Villanueva,6,1,29
Joseph Rodriguez,27,1,64
Caleb Joseph,13,1,49
Evelyn Wright,36,7,55
Jason Moss,13,8,18
Joseph Bennett,29,7,21
Adam Strickland,8,2,60
Elizabeth Jones,9,5,26
Dylan Davis,27,9,43
Stephanie Sullivan,28,3,39
Hailey Medina,22,5,53
Katherine Thomas,28,8,50
Jason Allen,26,7,61
Larry Valenzuela,9,9,61
Rhonda Arnold,26,2,32
Brian Jimenez,1,6,49
April Martin,38,10,58
Rose Cortez,36,8,63
Amy Delgado,4,4,18
Debra Delacruz,32,3,28
Michael Garrett,4,8,62
Roger Alexander,6,5,23
Eileen Dean,37,9,25
Kimberly Horton,24,10,41
Amber Yates,31,3,23
Gabriel Brown,29,6,48
Toni Gardner,37,5,62
Michael Ball,10,6,23
Natalie Branch,22,8,21
Martha King,5,10,32
April Nielsen,27,7,18
Kristin Sullivan,17,7,55
Ryan Sawyer,13,7,58
David Pearson,32,6,54
Nicholas Clarke,35,2,51
Jonathan Atkinson,6,1,23
Julie Brown,28,5,22
Megan Stuart,2,1,40
Colleen White,2,8,28
Susan Black,17,8,29
Dawn Torres,5,10,58
Bethany Hernandez,40,6,18
Kelsey Rodriguez,15,10,43
Steven Gaines,13,9,24
Sean Chapman,4,3,42
Kyle Hogan,11,4,24
Nichole Brown,9,8,49
John Arnold,16,6,60
Jennifer White,10,2,59
Jonathan Mitchell,8,4,56
Jessica Rivera,35,2,36
Joseph Garner,5,7,18
Darryl Clark,13,1,45
Paul Fritz,31,6,31
Bobby Carney,36,10,43
Marc Nichols,27,1,64
Samantha Robbins,28,6,63
Jeremy Hoover,16,4,34
Stephen Ramirez,8,2,26
Alex Ochoa,2,1,39
Anthony Ray,20,8,53
Justin Navarro,8,5,21
Emily Perez,24,4,19
Michael Weeks,40,8,62
Nicholas Barnett,20,1,29
Leslie Cox,18,5,26
Joseph Gregory,2,3,29
Teresa Wheeler,12,6,58
Julie Sanchez,2,7,30
James Miller,22,4,21
Vanessa Brewer,10,10,33
Cameron Hunter,10,1,28
Linda Mcguire,36,10,18
Nicholas Farmer,18,6,19
Miguel Williams,4,6,37
Russell Miller,1,10,18
Sean Jennings,25,3,42
William Moore,1,7,49
Dennis Potter,37,7,64
Benjamin Ramirez,37,10,62
Charles Myers,11,2,28
Robert Carson,38,1,47
Erin Andrews,5,2,51
Sean Wheeler,36,9,22
Kim Hurley,17,10,32
Christopher Cannon,40,10,47
Dylan Byrd,36,5,29
Mathew Smith,27,1,55
Gregory Estrada,32,7,28
Michael Hurley,27,6,47
Steven Hartman,39,5,54
Carly Williams,7,4,29
Stephanie Murray,17,1,29
Monica House,5,6,56
Daniel Torres,10,7,64
Hunter Franklin,32,9,25
Derek Myers,40,5,19
Richard Tran,8,5,61
Nicole Chung,11,3,21
Stephen Freeman,25,5,36
Nicole Robinson,28,6,57
Reginald Nelson,25,10,41
Debra Delacruz,8,10,20
Lisa Blair,19,9,63
Stephen Davis,37,4,20
William Wilson,32,3,59
John Wilson,31,9,18
John Sandoval,19,6,53
Ruben Miranda,16,4,52
Anthony Villegas,18,7,33
Tonya Hall,37,8,24
Regina Moore,23,2,49
Tina Cox,30,8,38
Caleb Bates,11,4,63
Erin Johnson,32,2,55
Shane Ruiz,27,5,33
Timothy Brown,31,3,48
Jessica Parker,33,5,27
Brittany Mullins,3,6,44
Erica Morse,3,4,53
Gregory Smith,39,8,64
Allen Winters,26,7,23
Jesse Perez,18,9,54
Jeffrey Thompson,16,4,62
Timothy Poole,36,4,38
Brian Chavez,11,6,49
Andrew Mack,8,4,65
Yesenia Garcia,14,9,47
Benjamin Everett,12,4,23
Matthew Moses,18,10,65
Cynthia Johnson,18,5,35
Phillip Martin,11,8,53
Margaret Graham,39,10,59
Jason Anthony,9,9,32
Emily Cobb,9,5,26
Spencer Tanner,14,3,20
Amy Allison,5,7,48
Brittany Jones,22,7,55
Lisa Smith,10,8,56
Diana Moran,14,1,62
Elijah Villegas,16,7,50
Brian Medina,14,9,40
Belinda Simmons,36,2,40
Steven Charles,27,5,62
Matthew Boyd,30,3,26
Donna Bolton,32,7,26
Yolanda Martin,34,8,32
Amber Cisneros,9,7,42
Rachael Daniels,38,9,35
Catherine Gonzalez,38,3,39
Brian Carter,23,10,32
Troy Walker,38,3,31
Christine Guzman,22,2,34
Jennifer Choi,7,5,28
Andrew Lopez,26,6,29
Jennifer Hanson,1,4,29
Matthew Garcia,40,7,61
Austin Marquez,24,5,56
William Morris,38,3,64
Heather Mendoza,16,4,48
Richard Lucero,4,2,38
Joel Rojas,34,3,44
Matthew Morgan,40,6,18
Samantha Spencer,40,3,41
Michael Munoz,31,1,29
Edward Oneal,23,7,23
James Romero,8,1,45
Anna Fleming,9,1,41
Kathleen Hoffman,31,1,21
Louis Wells,22,9,58
Brian Torres,33,8,40
Anthony Tate,4,9,32
Nathan Warner,4,5,59
Michael Harvey,11,2,63
Dennis Smith,28,4,21
Eugene Davis,32,2,41
Deborah Ayers,10,4,64
Joy Flores,25,1,40
John Chung,33,7,64
Holly Valencia,7,3,43
Melanie Valentine,12,7,40
Janet Marsh,12,9,18
Michael Thompson,14,4,28
Sandra Mendoza,9,5,58
Steven Ross,35,5,31
Jorge Wilson,2,5,58
Julie Turner,30,7,62
Tina Torres,12,7,63
Tamara Myers,13,4,27
Lauren Nichols,9,8,54
John Jones,19,1,65
Lorraine Murphy,25,2,64
Eric Brown,3,8,62
Nicole Anderson,27,6,35
Christopher Jimenez,31,7,34
Pamela Jones,34,6,44
Alison Ellis,32,4,22
Tyler Salazar,25,8,32
Michele Parks,35,10,48
Jill Brown,23,6,29
Eric Cox,5,3,59
Sharon Campbell,34,5,18
James Williams,14,8,53
Sherry Leonard,40,5,53
Jacob Lutz,27,4,59
Stacy Werner,2,3,44
Grant Martinez,29,4,43
Gabriella Rogers,2,10,35
Jennifer Mcfarland,37,7,25
Brad Cooper,40,9,52
Roger Goodwin,28,6,31
Brenda Sanders,38,10,26
Steven Thompson,13,7,27
Ronald Gonzalez,10,5,44
Tony Munoz,12,9,60
Amy Nelson,20,8,24
Jose Jones,33,2,25
Kenneth Thomas,27,6,46
James Lopez,9,8,53
Carrie Mack,26,9,26
Kimberly Wilson,29,4,61
George Hall,24,10,47
Christine Henderson,18,9,40
Jennifer Huynh,5,9,57
Gary Hancock,21,7,30
Steven Campbell,21,6,53
Veronica Reed,22,5,36
Thomas Mendez,13,6,54
Shaun Sanford,2,7,57
Sarah Mitchell,26,2,19
James Cain,17,4,55
Courtney Jackson,29,10,33
Ashley Wilson,35,1,63
Gabriel Washington,1,3,58
Matthew Collier,32,2,37
Brandon Phillips,10,6,40
Larry Olson,17,1,38
Christopher Rodriguez,33,1,31
Edward Gray,6,5,36
Charles Lewis,14,6,37
Matthew Maldonado,25,1,42
Matthew Melton,7,10,56
Mary Morrison,9,4,49
Jenna Hoover,5,6,32
Cynthia Boyer,19,6,18
Rachel Nelson,16,4,28
Vicki Hickman,37,2,26
Daniel Burnett,34,7,49
Brian Sloan,23,1,20
James Mckee,31,5,59
William Brown,9,9,64
Eric Mccormick,6,4,37
Miguel Taylor,16,6,51
Peggy Valenzuela,8,3,61
Chelsea Smith,19,9,20
Jeremy Wilkins,35,9,45
Lisa Edwards,10,7,28
Jose Leonard,23,7,43
Victoria Cunningham,29,10,51
Jennifer Meyers,14,8,40
Peter Cook,22,2,45
William Tucker,19,9,38
Noah Medina,5,6,49
Jennifer Holden,23,5,59
Gregory Osborn,36,10,38
Jose Smith,2,8,48
Jasmine Brown,11,3,51
Veronica Bishop,31,1,55
Elizabeth Parker,39,4,58
Rebecca Salazar,12,3,36
Catherine Mahoney,24,1,43
Anthony Armstrong,22,8,18
Jared Hill,36,10,50
Randy Lopez,4,9,34
Daniel Rodriguez,13,2,19
Sabrina Jones,28,1,53
Tyrone Mays,37,2,28
Annette Anderson,4,5,27
Rhonda Avila,7,3,48
Jason Ballard,14,1,39
Daniel Huber,27,4,60
John Smith,36,9,37
Alexandria Goodwin,36,5,38
Louis Patel,25,3,25
Jesse Harris,39,2,36
Michael Bautista,30,10,57
Catherine Horn,35,6,21
Victoria Gonzales,15,8,40
Aaron Owen,40,7,25
Danielle Marshall,31,1,19
Veronica Parker,31,4,57
Monica Reeves,10,10,63
Sabrina Maxwell,30,2,31
Molly Johnson,39,3,58
Tracy Briggs,15,1,37
Terri Preston,8,9,57
Michael Smith,25,4,26
Robert Medina,34,10,43
Wayne Miller,17,7,40
Victoria Smith,40,2,64
Elizabeth Durham,17,2,50
Kelly Jackson,24,2,44
Taylor Ross,15,4,60
Teresa Clarke,21,1,39
Anthony Smith,30,4,38
Thomas Ortiz,7,8,63
Laura Robertson,15,8,42
Amber Morris,11,7,36
Sandra Lewis,17,4,33
Karen Melendez,36,2,54
Betty Good,21,3,58
Thomas Barber,22,2,48
Angela Stewart,13,1,58
Leslie Wu,36,9,51
Veronica Marshall,10,9,47
Whitney Reyes,10,6,30
Mark Guzman,8,2,60
Michelle Clark,5,4,25
Blake King,39,9,59
Mason Hale,36,8,24
Greg Lewis,26,1,31
Brian Harrison,37,3,65
Lisa Greer,26,6,63
Victoria Wilson,5,1,65
Derek Montoya,21,10,63
Linda Mccoy,11,8,39
Steven Garcia,24,2,43
Allison Medina,4,10,63
Katrina Pearson,40,10,23
Mark Wood,2,4,43
John Cruz,32,8,45
Christopher Gonzalez,25,1,26
Kimberly Shepherd,35,4,19
Vincent Knight,28,8,38
Christopher Hopkins,35,4,31
Dan Smith,19,9,24
Andrew Page,20,4,27
Susan Hill,5,8,58
Ray Brown,7,8,32
Alex Munoz,26,2,52
Sheena Gilmore,10,3,40
Shelia Brown,17,8,54
Zachary Ware,22,9,20
Joseph Chan,23,10,54
Christopher Carter,40,8,37
Benjamin Watson,17,5,32
Caitlin Newton,37,5,34
Jesse Ramos,30,4,30
Gerald Garcia,14,4,40
Anthony Nguyen,16,6,37
Jesse Turner,2,1,47
Kenneth Carpenter,12,5,26
Heather Matthews,30,6,42
Steven Rangel,34,2,34
Nathan Johnson,39,9,21
Shannon Smith,32,5,32
Melissa Hawkins,26,1,59
Eric Barnett,6,7,23
Stephanie Leon,22,10,39
Rebecca Hendricks,30,8,32
Linda Gross,34,8,35
Catherine Hodges,19,8,19
Kenneth White,31,2,45
Andrea Alvarez,28,9,60
Donna Aguilar,26,9,59
Charles Rice,39,1,28
Daniel Cannon,37,6,65
Katelyn Anderson,9,9,51
Tamara Bowen,23,6,30
Jason Brown,15,7,39
Crystal Rangel,14,3,25
Lindsey Campbell,5,8,57
Bridget Hamilton,4,7,32
Lorraine Bailey,32,6,59
Henry Johns,8,6,44
Shane Bryant,17,5,64
Pamela Guzman,28,9,22
Gregory Weiss,8,4,55
Raymond Adkins,27,3,23
Brandon Garcia,12,6,54
Frank Montgomery,39,5,23
Tammy Moore,15,6,22
Christopher Crane,29,3,65
Andrew Smith,17,5,33
Bill Morgan,12,3,44
Martin Rosales,34,1,61
Lori Mitchell,19,7,34
Francisco Jackson,21,8,26
Lisa Gordon,35,1,45
Kevin Medina,12,3,65
Dalton Summers,38,8,24
Brianna Miller,4,5,19
David Sanchez,32,6,28
Monica Hamilton,2,3,59
Courtney Parker,26,9,62
Darlene Holmes,9,2,60
Mark Kline,7,1,23
Janet Weber,32,7,19
Christian Smith,3,6,35
Cassie Rodriguez,27,4,44
Tammy Cruz,40,7,63
Krista Torres,5,3,22
Jacob White,38,9,52
Cindy Harris,37,2,59
Erin Woodard,32,9,38
Brooke Sampson,28,5,32
Charles Green,7,10,24
Noah Warner,4,9,28
Carlos Lewis,17,2,41
Elizabeth White,16,6,23
Tammy Williams,21,4,47
Dylan Shepard,20,6,36
Nicole Luna,19,6,53
David Hernandez,11,1,23
Caleb Taylor,19,3,30
Manuel Davis,21,9,47
Lisa Miller,2,4,60
Brittany Proctor,22,7,45
Alicia Rogers,19,3,57
Samuel Mccoy,21,1,59
Jill Hill,5,7,27
Ashley Williamson,19,9,23
Thomas Villarreal,37,4,41
Linda Lane,38,7,44
Joel Morgan,5,3,59
William Campbell,23,10,42
Lisa Rodriguez,36,8,36
Ryan House,4,10,25
Kenneth Gomez,24,9,48
Ashley Grant,23,8,62
Maria Hoover,2,9,35
Troy Phillips,17,2,20
Victoria Hernandez,14,10,43
Anthony Rice,24,6,28
Melissa Kelley,20,7,51
Julia Aguilar,29,6,29
Jocelyn Robinson,16,10,52
Patrick Kirk,29,4,31
Christopher Boyd,31,7,20
Jessica Smith,11,8,51
Tanner Leonard,30,4,53
Darrell Gibson,15,7,29
Jennifer Wagner,6,6,32
Kyle Garcia,27,3,42
Charles Fuller,20,4,41
Katherine Blake,16,9,38
Jessica Perkins,24,9,41
Matthew Williams,23,5,22
Victoria Sanchez,3,8,52
Jennifer Perkins,9,8,28
Sharon Wright,31,3,27
Katherine Sullivan,24,5,24
Makayla Hunt,29,4,19
Nicholas Thompson,16,10,58
John Sutton,20,8,52
Corey Young,14,6,19
Brandy Mitchell,27,10,53
Tammy Malone,33,2,43
Michael Hall,6,1,63
Heather Mason,10,1,43
William Smith,35,3,48
Stephen Juarez,11,9,50
Justin Zhang,16,5,63
Joel Brown,14,10,59
Carolyn Andrews,12,10,59
Shane Green,26,3,23
Samuel Singleton,3,9,26
Molly Lopez,10,9,35
Vanessa Barker,11,9,52
Wayne Washington,29,10,33
Christopher White,7,10,28
Matthew Goodwin,7,7,33
Cindy Hansen,12,10,45
Katherine Thomas,20,10,47
Elizabeth Velez,19,3,31
Mary Thomas,15,2,56
Bradley Roth,38,3,48
Jesse Watson,7,4,22
Margaret Santos,24,7,50
Catherine Meyer,26,10,56
Kelly Carter,10,3,22
Darlene Wong,40,2,21
Hayley Turner,4,1,51
Leslie Holloway,13,9,46
Mark Jimenez,2,1,53
Megan Mitchell,40,5,30
Melanie Reynolds,35,1,59
Debbie Gallagher,27,4,58
William Hernandez,31,10,28
Alyssa Webb,31,8,39
Kimberly Johnson,22,4,44
Emily Hines,8,3,39
Diana Powell,27,4,41
Matthew Flowers,26,3,47
Amber Scott,20,4,65
Alicia Richardson,26,4,53
Ryan Farley,36,1,24
Melody Martinez,2,10,48
Lisa Thompson,14,5,58
Michelle Wilson,1,4,43
Jessica Sims,32,8,33
Melissa Osborne,31,3,29
Mary Reyes,36,6,28
Jonathan Clark,31,8,29
Thomas Martin,17,1,23
John Williams,28,9,45
Eric Jones,31,9,52
Samuel Paul,4,6,38
Peter Hudson,14,8,61
Glenda Oneal,14,2,56
Brenda Evans,25,9,30
Elizabeth Smith,19,7,64
Christina Scott,31,9,44
Anthony Chase,23,7,47
Terri Carey,19,1,49
Vincent Fuentes,36,1,40
Thomas Rice,8,1,48
Courtney Wolf,34,5,38
Mary Houston,32,4,38
Rebecca Miller,20,9,65
Daniel Nguyen,2,3,33
Kevin Friedman,7,1,64
Erik Eaton,38,7,39
Cheryl Silva,37,7,47
Michael Roach,34,2,62
Amanda Lam,24,6,59
Jeffrey Price,1,6,50
Charles Wells,9,1,18
Clifford Herring,1,7,29
Melanie Howard,40,7,31
Jeffrey Rodgers,16,1,22
Yolanda Burgess,9,9,19
Rebekah Brown,2,2,65
Kathryn Miller,12,5,21
Scott Hernandez,20,7,20
Patrick Hughes,11,10,22
Lisa Bond,32,7,57
Judy Brooks,13,10,25
Troy Pope,9,10,62
Michael Rice,15,10,23
Jessica Hernandez,6,9,48
David Sanchez,36,8,25
Courtney Green,14,4,55
Michelle Vaughn,33,1,25
Bradley Stewart,10,9,59
Brett Smith,28,4,47
Richard Nguyen,7,4,55
William Russell,25,4,24
Teresa Campbell,34,7,35
Meredith Ramos,14,4,20
Rick Powell,37,3,48
Misty Mclaughlin,9,6,31
Nicholas Kelly,8,9,62
Michelle Lozano,30,3,37
Richard Smith,15,10,58
Regina Garcia,5,10,65
Brooke Perry,31,2,44
Adrian Fisher,9,5,31
Joseph Hodge,15,3,59
Joseph Williamson,28,6,22
Michael Black,10,7,18
Tina Anthony,5,9,26
Ellen Sanchez,3,1,31
Robert Baird,32,9,59
Edward Anderson,40,1,24
Todd Jackson,14,6,54
Elizabeth Walker,18,5,63
Gary Everett,20,8,26
Maureen Ortiz,4,6,32
James Gray,36,6,64
Beth Stewart,10,9,26
Meagan Phillips,23,4,52
Mary Wu,10,9,41
Shawn Floyd,6,5,20
Lauren Atkinson,19,9,31
Alexander Williams,29,3,25
Lindsey Estrada,23,1,40
Christian Singleton,10,5,19
Dean Taylor,23,5,42
Amy Roberson,37,7,53
Ryan Hunter,22,1,63
Shelby Richards,38,6,47
Ashley Brown,36,7,38
Patricia Baker,22,2,30
Ronald Barnes,37,4,59
Laura Pham,6,5,26
Kevin Rivera,15,2,24
