Name,Rank,CompanyNumber,Age
Christine Martin,5,4,57
Gabriel Bates,38,1,18
Nicholas Harrison,10,1,35
Susan Weaver,3,5,40
April Evans,24,10,23
Teresa Singleton,5,3,46
Stephanie Rogers,39,8,50
Tracy Gamble,14,8,18
Erin Valdez,26,1,61
Kenneth Gomez,4,1,21
John Lee,13,10,53
Justin Woods,7,5,48
Anthony Fuentes,25,6,27
Amy Watts,9,5,35
Kristin Jarvis,40,4,40
Jessica Chen,5,8,40
Pamela Smith,36,8,61
Marvin Hansen,22,6,29
Sandy Torres,10,7,31
Samantha Johnson,19,7,31
Melissa Meyer,9,3,24
Angela Ramirez,26,7,40
Thomas Campbell,9,9,35
Timothy Robinson,6,10,59
Megan Velasquez,11,6,25
Michael Hawkins,4,3,47
Alexander Hansen,8,10,55
Kenneth Harris,23,8,33
Sandra Cantrell,12,4,18
Jennifer Gomez,16,9,47
Destiny Martin,13,4,35
Stephen Berry,40,1,60
Louis Crosby,1,9,23
Sandra Davis,24,5,39
Jose Hopkins,6,1,48
Jorge Gill,22,4,32
Eric Walton,10,1,60
Robert Olsen,13,10,63
John Sanders,39,8,47
Travis Stevenson,24,1,53
Christopher Kim,3,3,46
Russell Walsh,26,1,60
Richard Nelson,19,3,53
Rebekah Wolfe,6,2,35
Angela Wilson,26,5,36
Laura Roberts,35,8,39
Charles Zavala,16,1,46
Cynthia Webb,25,3,34
Katrina Larsen,32,8,61
Scott Hayes,13,6,34
Joshua Smith,32,2,37
Lori Johnson,6,7,49
Trevor Fowler,21,5,40
Jacqueline Evans,9,7,62
Melanie Ward,20,5,57
Sonya Crawford,20,4,22
Matthew Johnson,9,2,48
Rebecca Pierce,7,8,48
Antonio Bolton,16,1,35
Cassidy Palmer,1,7,65
Kathryn Delgado,39,9,61
Zachary Le,27,1,33
Shelly Cooke,34,5,35
Shelly Campbell,13,9,27
Hannah Larson,15,2,56
Melissa Carter,12,5,63
Lisa Graves,24,9,40
Heather Riddle,39,9,37
Michael Herrera,24,6,18
Martin Cox,16,7,35
Laura Miller,32,10,22
Gail Gray,40,2,31
Jill Lewis,7,9,42
Jeffrey Johnson,22,8,40
Maureen Dalton,8,8,21
Michelle Nash,30,4,64
Dana Stewart,29,6,63
Thomas Morgan,7,8,56
Rachel Santiago,24,9,62
Logan Proctor,30,3,65
Jessica Matthews,3,5,44
Benjamin Williams,37,1,24
Amy Johnson,18,1,46
Anthony Arnold,2,7,60
Albert Lang,11,6,42
Courtney Hebert,3,1,65
John Andrade,29,7,34
Michael Nelson,9,1,61
Jennifer Campbell,32,2,31
Hannah Grant,29,2,64
Jennifer Nguyen,29,4,29
Garrett Smith,11,6,49
Nicholas Harris,24,3,51
Jonathan Williams,19,8,20
Jessica Crawford,36,4,25
Samantha Walker,12,5,55
Holly Ward,26,2,26
Patricia Mcfarland,20,4,36
Robert Ellis,18,6,56
Jose Robertson,13,4,61
Hannah Martin,32,5,31
Marissa Cohen,13,5,58
Amanda Campbell,11,7,41
Michael Reese,19,2,52
Joe Baker,23,8,54
Austin Williams,28,6,53
Teresa Lawson,18,1,31
Eduardo Hanna,29,5,23
Ana Robertson,7,5,38
Alyssa Wilson,5,6,46
Deborah Henderson,8,7,38
Gregory Taylor,40,1,51
Jamie Allen,19,2,23
Steven Sullivan,32,6,55
Derrick Charles,28,5,26
Jeremy Mahoney,12,1,50
Samantha Thompson,14,4,44
Nathaniel Massey,7,6,53
Fernando Anthony,22,1,43
Patricia Chen,18,2,23
Heidi Walker,10,6,20
Melissa Adams,7,6,54
Amanda Koch,34,4,49
David Weaver,14,9,55
Jessica Delgado,13,9,21
Lisa Flores,38,9,38
Teresa Tran,15,7,51
Patrick Ramirez,8,7,29
Laura Eaton,30,8,45
Alice Hall,15,2,57
Kristin Lopez,12,10,54
Amber Coleman,38,3,58
Michael Morris,14,6,46
Philip Powell,18,8,48
Joseph Davis,39,6,40
Natasha Graham,10,7,34
Suzanne Villegas,13,9,21
William Doyle,35,1,44
Abigail Hardin,28,9,50
Christian Robinson,5,10,45
Miguel Singh,1,2,60
Craig Robinson,13,8,59
Toni Silva,4,7,38
Patricia Soto,18,2,33
Blake Schroeder,11,1,24
Alex Williams,12,6,60
Tanya Owens,23,4,54
Crystal Adkins,14,1,25
Melinda Baker,3,5,33
Anthony Townsend,27,6,52
Jennifer Alexander,26,9,55
Sheila Fowler,34,6,27
Kenneth House,15,3,39
Tammy Daugherty,6,5,29
Crystal James,17,1,47
David Warren,19,7,47
Megan Miles,33,6,56
Caleb Ross,1,2,50
Carrie Miller,13,2,60
Matthew Sanchez,24,5,45
Bianca Kennedy,38,5,61
William White,32,10,51
Jon Gillespie,33,2,44
Jose Spencer,3,5,26
Carl Trevino,32,3,50
Shawna Simpson,18,6,35
Cheryl Flores,14,8,44
Sarah Webster,8,3,25
Heather Alvarez,24,2,54
Steven Brock,26,3,65
Rebecca Little,34,3,33
Ashley Nguyen,13,10,38
Ryan Martinez,13,2,29
Melissa Richardson,39,6,30
Donna Willis,21,8,55
Patricia Stewart,24,9,56
William Le,22,5,52
Dale Evans,22,9,23
Jeffrey Curry,15,3,44
James Nelson,34,4,23
Lindsay Lawrence,2,5,59
Jonathan White,5,2,51
Stephanie Wolfe,4,9,31
Kimberly Clark,5,9,65
Mario Baldwin,19,1,25
Amy Faulkner,21,4,19
Johnny Reynolds,3,5,32
Renee Salas,32,3,50
James Cunningham,5,8,49
Richard Deleon,1,9,53
Rebecca Black,2,9,19
Glenn Simon,8,6,44
Ashley Morgan,4,2,35
Donald Castro,3,2,30
Stephen Ward,33,2,45
Zachary Torres,4,1,60
Linda Hamilton,28,4,63
Lindsey Pacheco,17,5,57
Gavin Coffey,9,8,42
Daniel Garcia,7,1,61
Maria Evans,2,10,49
John Brown,19,4,18
Joshua Davis,39,4,48
Charles Gonzales,14,10,65
Melissa Bishop,26,7,48
Michele Flores,36,5,26
Jennifer Robinson,6,9,28
Joseph Cantu,5,2,45
Jacqueline Armstrong,13,4,49
Nicole Hawkins,6,9,33
Nathaniel Quinn,11,6,59
Chad Smith,14,6,24
John Carpenter,11,1,57
Kayla Hamilton,18,7,35
Joshua Lopez,2,10,26
Kathryn Solomon,29,8,63
Cory Molina,25,2,50
Michael Skinner,31,9,39
Holly Hill,34,2,21
Gary Moore,10,7,26
Robert Keller,35,1,58
Desiree Porter,21,5,35
David Moore,24,1,58
Michael Bates,27,1,22
Norma Hanson,37,4,24
Karen Warner,29,1,45
Eileen Gutierrez,40,10,60
Derek Winters,15,8,34
Paula Edwards,8,7,55
Robert Gibson,5,4,62
Melissa Ellis,26,1,43
Teresa Smith,16,3,18
Larry Martinez,21,3,36
Nicole Roberts,29,3,52
Micheal Taylor,9,4,24
Zachary Williams,13,4,54
John Cherry,40,3,40
Sonya Higgins,12,7,35
James Smith,9,8,40
Ashlee Murphy,20,2,37
Thomas Hunt,35,5,63
Kevin Jones,5,4,39
Jill Norton,33,10,43
Marcia Carroll,9,5,61
Melissa Lee,33,10,61
Jennifer Wilcox,37,2,64
Mary Davis,39,10,49
Brian Hayes,22,6,63
Jessica Irwin,18,6,64
Destiny Lewis,15,9,59
Antonio Wheeler,5,4,52
Walter Thomas,32,10,41
Tracy Bradley,29,7,63
Jamie Bowen,39,4,64
Melanie Nunez,17,2,63
Victor Browning,29,5,19
Stephanie Dodson,1,1,58
Sara Brennan,14,6,50
Travis Meyers,24,1,37
David Sanchez,16,5,18
James Mitchell,19,3,20
Chad Lyons,28,1,36
Joshua Chase,39,2,58
Victor Hall,34,2,53
Michael Smith,26,4,63
Joseph White,9,5,24
Matthew Tran,20,3,24
Jean Watson,4,1,40
Robert Allen,6,2,48
Melissa Floyd,3,10,18
Justin Mcgrath,18,1,54
Maureen Anderson,24,10,47
Melissa Parker,1,4,50
Nathaniel Clay,34,5,29
Wendy Smith,7,2,42
Duane Lewis,20,9,55
Beth Moss,2,5,46
Carlos Roberts,21,10,29
Justin West,28,2,25
Jason Casey,11,9,44
Claire Adams,36,9,52
Kevin Hernandez,17,3,63
Robin Harris,20,1,52
Michael Parrish,19,1,41
Isaiah Scott,22,10,40
Johnny Burgess,14,7,32
Miguel Anderson,16,1,34
Catherine Gomez,14,1,33
Julie Harrison,2,3,64
Katelyn Campbell,3,1,52
Stacy Hernandez,5,4,34
Stephen Delgado,31,6,51
Jennifer Alexander,19,1,54
Spencer Brown,22,9,51
Cathy Martinez,12,7,57
Brittany Nelson,18,8,27
Ann Harris,11,6,54
Matthew Wilkins,20,8,31
Stephanie Parker,29,7,32
Virginia Olsen,3,3,18
Tanya Stanley,32,3,46
Samuel Collier,21,1,29
James Chen,3,10,37
Patricia Hernandez,40,10,61
Courtney Matthews,27,3,31
Robert Perkins,31,2,28
Christopher Garrison,24,7,29
Samuel Howard,34,2,28
Zachary Byrd,16,2,56
Matthew Rose,14,5,33
Bianca Guerrero,37,6,23
Kimberly Rice,40,10,30
Amanda Dillon,31,9,43
Heather Dunn,34,8,34
Carlos Foster,3,8,44
Lauren Lopez,11,6,34
Randy Owen,25,1,37
Eugene Martin,40,7,55
Frederick Bowman,33,2,59
Joseph Hill,5,5,32
Rachel Sanders,28,8,27
Edward Smith,20,4,25
Leonard Mack,17,7,60
Philip Foley,30,8,52
Alisha Pierce,14,5,25
Natalie Morris,4,8,34
Mike Dyer,21,8,65
Tammy Harris,4,9,45
Jacob Mayo,21,3,47
John Rivera,5,2,19
Christina Jenkins,6,4,31
Crystal Ortega,13,1,63
Monique Wilcox,34,10,19
Laura Bowman,28,10,54
Monica Reyes,40,8,37
Shannon Bryant,14,9,48
Cheryl Benson,31,4,24
Tina Campbell,32,10,25
Brianna Vincent,34,4,51
Nathan Bell,37,4,51
Stephanie King,15,8,21
Sarah Hicks,25,2,60
Rodney Bird,15,2,39
Sharon Chang,4,10,34
Catherine Johnson,19,10,49
Jeffery Norman,16,8,53
John Bullock,22,7,41
Daniel Bailey,1,1,59
Nicole Phillips,7,9,28
Luis Charles,13,4,58
Dalton Gonzalez,28,9,31
Lisa Whitney,20,1,49
Jennifer Fisher,12,9,35
Scott Reilly,35,6,49
William Johnson,24,4,26
David Skinner,29,3,32
Roberto Roy,32,5,22
Bobby Andrews,22,10,24
Nicole Young,31,3,23
Rebecca Little,30,8,25
Erin Callahan,3,9,56
Kiara Hughes,21,4,45
Jacob Craig,15,4,22
Michele Shepherd,3,1,58
Kristopher Terry,33,9,53
Rachel Cannon,29,10,24
Jesus Cervantes,13,1,19
Shawn Bennett,38,10,48
Kevin Chavez,29,4,57
Michael Nelson,39,3,19
Sally Day,12,10,41
Nicholas Cooper,32,3,22
Charles Wood,19,10,64
David Ballard,12,8,61
Amanda Fuentes,27,8,29
Edward Reyes,34,7,19
Paula Rodriguez,17,10,54
Holly Blevins,13,5,22
Ryan Smith,32,1,23
John Williamson,21,4,27
Kelly Valencia,3,3,61
Tony Thompson,2,8,47
Eric Perez,12,3,34
Steven Rodriguez,22,10,18
Louis Tate,27,4,39
Tami Wells,29,1,25
Shannon Davis,6,9,29
Johnathan Odonnell,14,7,28
Debra Green,34,5,43
Julie Mann,3,8,32
John Glover,17,7,59
Zachary Hall,27,6,18
Jon Davidson,20,1,40
Erin Carson,40,5,19
John Fritz,18,9,19
Diana Miller,8,9,20
Amy Martinez,2,1,55
Dustin Collins,5,9,48
Rachael James,10,8,50
Rachel Marsh,32,8,36
Thomas Summers,24,9,56
Mary Prince,13,4,55
Alexis Thompson,1,2,19
Jeffery Thomas,36,9,19
Rita Hutchinson,16,9,23
Justin Tucker,12,8,41
Lori Morgan,6,9,44
Kaitlyn Brown,39,7,52
Donna Martin,9,7,30
Kristopher Chen,12,7,51
Bridget Alexander,6,2,60
Barry Hoffman,39,4,44
Nicole Baker,3,6,55
Timothy Campbell,11,6,26
Matthew Miles,31,10,38
Jamie Smith,35,2,47
Karen Mason,20,4,26
Jennifer Davis,30,2,47
Gina Jenkins,25,5,50
David Pitts,6,1,21
Gary Willis,28,8,24
Jamie Gordon,15,3,29
Brandon Miller,40,3,24
Elizabeth Lopez,15,5,63
Amy Lopez,34,7,19
Norman Martin,30,10,55
Carolyn Parker,31,4,30
Kathryn Hansen,1,10,53
Kimberly Jackson,34,7,55
Autumn White,16,7,18
Eric Estrada,13,2,50
Mary Simpson,24,10,43
Aaron Brown,38,7,47
Brian Potter,38,4,18
Stephen Harrison,35,8,18
Connor Richardson,16,4,32
Andrew Petersen,27,7,50
Gregory Young,18,3,56
Crystal Kerr,17,7,46
Adam Shaffer,22,10,65
Jason Hogan,12,6,60
Bill Morris,19,7,34
Scott Arias,34,1,49
Tina Bush,25,3,56
Aaron Harris,4,5,25
Ashley Miller,6,3,53
David Young,19,5,41
Andrea Vaughn,40,4,62
Sarah Martinez,3,2,22
David Brock,12,10,52
Cristina Osborne,25,9,50
Nicole Schroeder,40,4,24
Emily Dunn,8,6,43
Zachary Long,12,2,34
Steven Tucker,24,4,48
Kimberly Allen,32,10,60
Elizabeth Vega,2,2,20
Richard Savage,8,5,27
Wayne Andrews,16,1,28
Austin Jones,1,10,18
Leah Pineda,4,6,29
Luis Guerrero,34,10,22
Angela Shaw,30,3,18
Becky Wood,12,1,64
Matthew Coleman,11,5,44
Amy Kennedy,1,8,50
Justin Dominguez,22,7,62
Justin Gray,39,7,25
Matthew Lewis,26,9,52
Allison Johnson,12,5,35
Kevin Herrera,40,5,25
Jeffrey Quinn,16,9,54
Linda Mccormick,39,10,56
Shirley Fitzgerald,28,8,22
Anthony Reyes,37,2,49
Gina Hood,20,4,57
Travis Burke,10,8,62
Richard Medina,7,2,51
Brian Dillon,40,2,60
Sharon Jones,37,7,52
William Alvarez,21,4,50
Timothy Mccall,39,1,45
Audrey Stephenson,28,9,62
Brian Lewis,14,6,29
Charles Scott,36,7,38
Anthony Bowen,16,4,29
William Lewis,10,7,50
Brian Brewer,18,10,38
Jill Allen,12,3,18
Tammy Horn,12,3,27
Joshua Rice,15,5,43
Theodore Richardson,31,8,21
Laura Roman,22,7,23
Dean Smith,21,4,61
Anthony Walker,29,8,46
Sheila Brown,3,3,60
Larry James,32,9,52
Jeffrey Thompson,10,7,65
Austin Holmes,6,1,60
John Orozco,8,1,48
Taylor Cobb,32,10,47
Katelyn Cabrera,38,8,36
Bradley Coleman,8,4,61
Stephanie Miller,40,4,26
Karen Middleton,36,6,46
Christopher Ramirez,28,9,30
Lance Austin,8,5,53
Andre Rodriguez,30,3,35
Melanie Watson,11,4,25
Melissa Crawford,7,5,23
Helen Burke,38,7,44
Nicole Hernandez,5,8,48
Amy Johnson,2,4,64
Jeffrey Clark,27,7,64
Christina Carter,22,8,61
Alexander Miles,20,5,35
Brandy Gilbert,6,8,26
Samuel Butler,30,4,32
Kimberly Schultz,29,4,56
Chelsea Green,34,3,51
John Morales,5,9,41
Veronica Gonzales,9,5,53
William Ramos,28,9,61
David Porter,13,2,53
Sarah Kidd,4,9,64
Sean Carson,30,4,39
Janice Joseph,20,2,19
Emily Tate,29,10,27
Daniel Stokes,4,9,64
Paul Jones,9,9,52
Karina Nelson,18,3,35
Billy Washington,10,3,53
Rebecca Morris,1,10,33
Paul Smith,15,1,18
Ray Carter,7,7,63
Richard Khan,15,8,46
Robert Soto,22,3,39
Regina Greene,8,9,64
Adam Powers,30,1,22
Mark Barnes,36,2,28
Jason Taylor,5,1,58
Kenneth Smith,25,1,50
Alexandra Smith,34,4,39
Margaret Avila,18,10,44
Kristen Smith,20,10,50
Jared White,24,4,62
Justin Wright,37,10,26
Kristin Robinson,29,6,35
Sheena Haney,2,2,55
David Cox,25,9,23
Audrey Bennett,1,8,48
Michael Crawford,34,10,18
Edwin Haas,7,7,28
Tyler Clark,26,3,26
Jeremiah Dorsey,25,2,42
Sandra Moore,11,8,41
Christina Baker,24,7,46
Emily Sparks,28,1,32
Keith Wagner,19,8,53
Brianna Clarke,1,9,27
David Burns,31,2,22
Anthony Washington,4,9,32
Danielle Munoz,9,2,20
Brandon Steele,11,10,33
Heather Sullivan,30,6,54
Donald Farrell,40,2,45
David Lopez,6,6,35
Juan Meyers,38,9,33
Melissa Bennett,37,7,41
Rodney May,26,4,50
Sheila Meyer,36,8,30
Kevin Butler,38,9,32
Lori Parker,37,9,43
Rachel Richards,35,2,35
Ana Dillon,18,2,58
Tina Cannon,26,10,23
Stephanie Anderson,13,9,25
Tony Flynn,2,2,64
Kirsten Parrish,25,4,30
Gary Cisneros,37,7,20
Cynthia Watson,2,2,20
Joseph Boone,32,3,35
Stanley Allen,22,3,48
Misty Wright,27,7,64
Philip Cox,8,1,18
Jessica Le,32,9,23
Richard Frederick,17,1,34
Heather Garcia,12,7,54
Nicholas Smith,13,1,59
Margaret Castaneda,26,5,33
David Rodriguez,35,4,34
Derek Wise,9,6,24
Robert Foster,5,2,58
Brian Garcia,12,8,27
Christopher Williams,8,1,25
Nathan Butler,30,5,64
Erik Juarez,2,3,48
Howard Clark,13,6,19
Steven Walker,15,10,22
Nicole Henry,20,7,19
Megan Jackson,29,5,40
Melinda Lewis,39,8,55
Christopher Farmer,2,9,53
Jason Campbell,20,3,26
Michelle Bryant,22,8,45
Gregory Rodriguez,35,6,60
Lisa Cortez,20,3,59
Brad Green,35,1,60
Henry Copeland,20,7,58
Randall Mcintosh,37,3,55
Denise Reyes,29,2,39
Katherine Bowen,18,2,56
Dennis Keller,12,6,29
Antonio Ponce,24,2,58
Amy Foster,7,9,21
Martha Rice,23,5,61
Derek Rodriguez,8,3,42
Richard Duncan,20,9,25
Jason Liu,31,10,60
Susan Cook,30,4,47
Stephanie Herrera,39,5,40
Julia Eaton,13,8,20
Taylor Flores,10,1,38
Bobby Hart,8,10,38
Michael Jackson,7,8,50
Tyler Day,39,7,39
Jessica Jensen,14,6,61
Kathy Brown,31,1,54
Jennifer Yang,27,8,24
Larry Davidson,14,3,18
Michael Cummings,5,6,56
Michael Morrow,19,3,61
Shirley Henry,38,2,33
George Atkins,34,5,58
Corey Stuart,10,1,59
Jacqueline Wilkinson,3,5,27
Nicholas Simpson,39,7,32
Crystal Castillo,21,5,20
Kelly Fox,6,10,56
Kenneth Ballard,32,5,62
David Dawson,27,7,26
Michael Valencia,11,10,60
Logan Butler,29,2,46
Dennis Smith,39,9,55
Thomas Lee,14,10,56
Lauren Bailey,29,10,40
Cameron Haney,37,7,59
Bryan Hardy,12,8,51
Katherine Smith,30,4,63
Lisa Ross,28,7,50
Rebecca Moore,2,10,39
Nicholas Carney,20,5,39
Matthew Welch,2,7,59
Gina Gutierrez,40,2,62
Maureen Kelly,25,2,39
Stacy Reid,33,10,24
Lori Thomas,24,8,31
Jesus Carr,8,4,32
Christopher Berry,28,7,45
Mark Villa,11,7,30
Steven Shannon,37,9,48
Judith Rodriguez,5,7,65
Alexis Cole,15,7,20
Brianna Greer,10,7,62
Derrick Martinez,25,8,30
Andrew Tucker,24,9,18
Megan Campbell,21,5,63
Dawn Henderson,16,9,48
Natalie Hughes,21,4,46
Miguel Fuller,11,6,22
Margaret Bailey,1,5,44
Jack Crosby,2,1,61
Jason Carpenter,33,7,30
Victor Harris,16,9,21
Margaret Gordon,7,2,52
Christina Gray,35,8,45
Zachary Flores,27,5,61
Dawn Turner,40,7,42
Jesus Woods,17,5,45
Anthony Guzman,5,5,44
Richard Soto,38,6,48
David Kim,15,6,30
Johnathan Miller,14,2,43
Pamela Collins,16,1,63
Charles Brown,37,4,35
Natalie Leblanc,5,7,52
Tara Strickland,13,8,48
Wyatt Hutchinson,39,2,28
Eric Clark,8,3,26
Elizabeth Cook,31,5,37
Karen Knapp,4,2,47
Anthony Bennett,6,10,53
Alexandra Webb,4,5,40
Jonathan Watts,4,1,54
Megan Johnston,13,10,36
Patrick Anderson,16,5,58
Cory Walker,31,8,52
Pedro Murray,21,6,18
Martha Johnson,19,10,59
Kristen Hebert,20,7,25
Courtney Patterson,31,8,64
Vincent Williams,7,5,45
Alyssa Carter,3,7,32
Tamara Walton,7,6,18
Michelle Evans,39,2,45
Rachel Newman,28,3,43
Michael Newman,5,1,50
Tim Brennan,11,7,21
Michael Tran,25,7,65
Natalie Singh,29,3,24
Robert Mendoza,10,10,26
Michael Price,11,4,50
Sean Yates,6,4,31
Kristina Cortez,24,5,47
Katie Fox,18,6,18
Stephen Salazar,21,2,57
Ashley Padilla,7,6,58
Julie Craig,4,9,33
Michelle Rodriguez,19,6,19
Jessica Craig,5,6,46
Emily Martin,16,8,19
Gregory Michael,40,9,45
David Guerrero,34,7,33
Christopher Brown,38,8,32
Jonathan Sosa,23,4,33
Jesse Taylor,12,7,49
Joseph Garcia,31,3,64
Kelly Anderson,37,3,22
Kristen Brooks,4,4,61
Suzanne Rhodes,16,8,23
David King,21,5,37
Kelsey Hodge,13,1,60
Robert Vasquez,26,3,52
Sarah Fisher,22,3,26
Danielle Gutierrez,31,1,51
Sherry Dean,36,3,22
Seth Chapman,25,5,27
Patricia Ryan,25,9,51
Stephanie Gray,18,4,22
Ricardo Miller,28,8,46
Kelly Chandler,26,5,25
Sharon Adams,36,6,26
Patricia Clark,6,3,49
Keith Mendez,15,6,33
Lori Matthews,37,9,19
Melanie Baker,12,8,30
Victoria Butler,26,2,46
Sarah Rodriguez,29,3,24
Anna Jones,4,10,34
David Ellis,27,7,44
Mark Mckinney,25,10,41
Michael Hendricks,5,4,22
Kara Castaneda,17,1,21
Christine Wells,12,6,40
Rebecca Bruce,23,6,23
Abigail Holland,23,2,54
Kyle Foster,9,3,37
Mary Lynch,17,9,59
Michael Velasquez,25,3,26
Christopher Ball,15,9,26
Derek Sparks,11,1,20
Dawn Carroll,39,8,44
James Morales,22,3,33
Mckenzie Landry,22,9,23
Cheryl Nguyen,7,10,26
Gwendolyn Lewis,18,2,56
James Ortega,30,2,27
Bruce Elliott,12,3,50
Leroy Anderson,24,5,44
Angelica Riddle,35,4,21
Elizabeth Duffy,14,6,60
Richard Black,14,7,48
Courtney Le,23,2,43
Mark Gonzalez,3,8,28
Donald Barber,25,9,45
Jasmin Moore,11,4,60
Kimberly Nelson,34,1,44
Alyssa Liu,8,8,38
John Ayala,7,4,60
Jennifer Jackson,10,5,45
Paul Jones,39,4,29
Mathew Armstrong,23,7,47
Mallory Rojas,7,6,35
Diane Montgomery,29,10,31
Jocelyn Rodriguez,12,9,18
Terry Brown,21,1,31
Lori Kennedy,8,4,53
Kelly Olson,10,1,18
Kristen Sanchez,13,1,40
Michelle Lowe,3,1,41
Christine Sandoval,2,3,28
Shawn Montes,2,3,33
Allen Williams,6,10,33
Monica Duncan,36,8,32
Jose Hampton,17,9,64
Anthony Rogers,32,9,61
Adam Rogers,33,2,20
John Collins,1,1,35
Adam Atkinson,23,2,53
Trevor Alvarado,4,1,34
Danielle Lawrence,19,5,22
Christopher Rowe,3,1,56
John Winters,4,8,49
Justin Martinez,21,3,25
Jackson Murray,21,8,42
Deborah Alexander,16,1,34
Daniel White,6,5,33
Rebecca Cooper,13,8,27
Scott Jones,31,9,53
Michael Johnson,30,3,18
Shane Miller,6,1,64
Stephen Robbins,19,1,55
Tony Davis,10,6,57
Jaime Small,22,9,31
Colleen Lewis,26,6,46
Darren Lopez,10,8,29
Jennifer James,3,5,62
Renee Smith,1,7,20
David Rowland,28,7,23
Tanya Carter,35,8,34
Bailey Johnson,10,6,19
Jerry Perez,17,7,32
Kimberly Nixon,22,4,42
Ann Guerrero,4,2,37
John King,18,8,18
Melissa Curtis,34,5,49
David Daniel,30,5,25
Katie Cox,17,4,23
Felicia Brown,29,4,34
Larry Montes,30,5,62
Devin Hernandez,31,4,61
Lisa Carr,12,4,36
Frank Hunter,26,5,50
Zachary Blair,39,2,22
Robert Boone,22,4,20
Sarah Anderson,19,5,26
Jessica Nelson,38,4,59
Gina Allen,15,6,42
Carmen Weiss,22,5,30
Kimberly Rogers,19,9,64
Keith Patton,25,8,47
Kelly Smith,2,5,42
Christina Wright,28,3,65
Brittany Smith,22,5,51
Donald Kirk,20,6,20
Anthony Adams,36,2,62
Lindsey Kirk,36,6,42
Jamie Robbins,1,1,49
Danielle Clark,34,8,41
Jordan Marshall,24,4,60
Corey Romero,3,7,45
Travis Odom,21,4,56
Zoe Martin,36,6,29
Elizabeth King,33,2,56
Mary Reynolds,18,6,44
Amanda Lopez,38,9,30
Kim Dalton,38,6,35
Jeanne Schmidt,28,9,57
Kevin Hardy,6,8,38
Jose Vazquez,35,10,43
Shawn Moore,27,3,41
William Miller,15,8,35
Nicole King,1,2,56
Russell Ball,17,4,36
Brian Watson,31,8,49
Bradley Stevens,17,7,30
David Clark,27,3,40
Adam Sanchez,11,10,26
Ricky Hunt,21,9,19
Kayla Brown,30,6,19
Patricia Christensen,36,10,46
Leah Ward,29,2,20
Elizabeth Harrison,16,2,60
Rachel Miller,17,8,38
Leslie Ford,12,2,39
Joshua Patel,22,7,59
Gabrielle Mccoy,22,9,30
Mary Thomas,27,2,19
Emily Salazar,39,5,49
Joshua Smith,14,5,22
Richard Rose,39,8,24
Timothy Ho,2,5,35
Nicole Smith,24,9,61
Sherry Garcia,5,2,60
Jenna Washington,32,2,18
Justin Aguilar,38,6,46
